Term,P-value,Adjusted P-value,Combined Score,Genes
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),0.240559814,0.582022513,5.471792417,PRKAA2
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),0.240559814,0.582022513,5.471792417,SOCS1
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),0.240559814,0.582022513,5.471792417,RELN
Postsynaptic Membrane Organization (GO:0001941),0.240559814,0.582022513,5.471792417,MUSK
Prostaglandin Biosynthetic Process (GO:0001516),0.240559814,0.582022513,5.471792417,DAGLB
Regulation Of DNA-templated DNA Replication (GO:0090329),0.240559814,0.582022513,5.471792417,TICRR
Response To Calcium Ion (GO:0051592),0.242248626,0.582022513,2.542102102,PRKAA2;SYT11;TNNT2
Phospholipid Transport (GO:0015914),0.24452902,0.582022513,3.039767089,TMEM30B;ABCA12
Positive Regulation Of Proteolysis (GO:0045862),0.24452902,0.582022513,3.039767089,TRIM32;CLN6
Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),0.24452902,0.582022513,3.039767089,DYNC1H1;PCNT
Positive Regulation Of Autophagy (GO:0010508),0.246533812,0.582022513,2.486394563,PRKAA2;TRIM65;TRIM32
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),0.250483446,0.582022513,2.936177227,BCL2L12;DEPTOR
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),0.250483446,0.582022513,2.936177227,TENM3;SDK2
Regulation Of Epidermal Cell Differentiation (GO:0045604),0.252759181,0.582022513,4.970864782,KDF1
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878),0.252759181,0.582022513,4.970864782,SHTN1
Negative Regulation Of Nervous System Development (GO:0051961),0.252759181,0.582022513,4.970864782,ELAPOR2
Regulation Of Lymphocyte Activation (GO:0051249),0.252759181,0.582022513,4.970864782,CD19
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),0.252759181,0.582022513,4.970864782,RFFL
Adrenergic Receptor Signaling Pathway (GO:0071875),0.252759181,0.582022513,4.970864782,PDE4D
Regulation Of Mitochondrial Membrane Permeability (GO:0046902),0.252759181,0.582022513,4.970864782,SPG7
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.252759181,0.582022513,4.970864782,TAP2
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793),0.252759181,0.582022513,4.970864782,RELN
Positive Regulation Of DNA Replication (GO:0045740),0.252759181,0.582022513,4.970864782,EGF
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),0.252759181,0.582022513,4.970864782,MAPK8
Positive Regulation Of Chromosome Segregation (GO:0051984),0.252759181,0.582022513,4.970864782,NCAPH
Positive Regulation Of Epidermal Cell Differentiation (GO:0045606),0.252759181,0.582022513,4.970864782,KDF1
Positive Regulation Of Extracellular Matrix Organization (GO:1903055),0.252759181,0.582022513,4.970864782,MELTF
Positive Regulation Of Glycolytic Process (GO:0045821),0.252759181,0.582022513,4.970864782,PRKAA2
Establishment Of Vesicle Localization (GO:0051650),0.252759181,0.582022513,4.970864782,SYT11
Glucose 6-Phosphate Metabolic Process (GO:0051156),0.252759181,0.582022513,4.970864782,HKDC1
Ureteric Bud Development (GO:0001657),0.252759181,0.582022513,4.970864782,LHX1
Positive Regulation Of Osteoclast Differentiation (GO:0045672),0.252759181,0.582022513,4.970864782,NEDD9
Vesicle-Mediated Transport In Synapse (GO:0099003),0.252759181,0.582022513,4.970864782,RAB3A
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),0.252759181,0.582022513,4.970864782,DAGLB
Lysosomal Lumen Acidification (GO:0007042),0.252759181,0.582022513,4.970864782,CLN6
Protein Autoprocessing (GO:0016540),0.252759181,0.582022513,4.970864782,PCSK9
Maintenance Of Gastrointestinal Epithelium (GO:0030277),0.252759181,0.582022513,4.970864782,MUC13
Protein Import Into Mitochondrial Matrix (GO:0030150),0.252759181,0.582022513,4.970864782,TOMM20L
"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",0.252759181,0.582022513,4.970864782,CHAMP1
"Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785)",0.252759181,0.582022513,4.970864782,NELFA
Regulation Of Protein Phosphorylation (GO:0001932),0.253742467,0.582022513,1.95868918,RELN;SOCS1;MUSK;ADIPOQ;FAS;SMG8
Positive Regulation Of Cell Junction Assembly (GO:1901890),0.256441921,0.582022513,2.837249583,CLSTN3;CLSTN1
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),0.259457358,0.582022513,2.328144645,GPR26;PTGER1;ADGRL3
Fat Cell Differentiation (GO:0045444),0.262402787,0.582022513,2.74271283,ADIPOQ;TRIM32
Protein Autophosphorylation (GO:0046777),0.262934594,0.582022513,2.082588132,MUSK;TYRO3;MAP3K21;MAP3K9
Protein Ubiquitination (GO:0016567),0.263837782,0.582022513,1.741250948,TRIM43B;HERC3;FANCL;HECW2;VPS11;ASB5;TRIM43;TRIM32;TNFSF13B
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118),0.264763182,0.582022513,4.536091385,RFFL
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),0.264763182,0.582022513,4.536091385,VPS11
N-glycan Processing (GO:0006491),0.264763182,0.582022513,4.536091385,ST8SIA1
Neuron Apoptotic Process (GO:0051402),0.264763182,0.582022513,4.536091385,FAS
Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338),0.264763182,0.582022513,4.536091385,CLDN23
piRNA Processing (GO:0034587),0.264763182,0.582022513,4.536091385,PNLDC1
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083),0.264763182,0.582022513,4.536091385,E2F1
Pore Complex Assembly (GO:0046931),0.264763182,0.582022513,4.536091385,PLEKHA7
Cortical Actin Cytoskeleton Organization (GO:0030866),0.264763182,0.582022513,4.536091385,FHOD3
Response To Fatty Acid (GO:0070542),0.264763182,0.582022513,4.536091385,KCNK4
Cyclic Nucleotide Biosynthetic Process (GO:0009190),0.264763182,0.582022513,4.536091385,NPPC
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886),0.264763182,0.582022513,4.536091385,PPP3R2
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058),0.264763182,0.582022513,4.536091385,PPP3R2
Epithelial Structure Maintenance (GO:0010669),0.264763182,0.582022513,4.536091385,MUC13
Establishment Of Epithelial Cell Polarity (GO:0090162),0.264763182,0.582022513,4.536091385,FERMT1
Establishment Of Skin Barrier (GO:0061436),0.264763182,0.582022513,4.536091385,KDF1
Eye Morphogenesis (GO:0048592),0.264763182,0.582022513,4.536091385,TENM3
Fluid Transport (GO:0042044),0.264763182,0.582022513,4.536091385,PDZD3
Ganglioside Metabolic Process (GO:0001573),0.264763182,0.582022513,4.536091385,CLN6
Glycosphingolipid Biosynthetic Process (GO:0006688),0.264763182,0.582022513,4.536091385,ST8SIA1
Heme Biosynthetic Process (GO:0006783),0.264763182,0.582022513,4.536091385,COX10
Water Transport (GO:0006833),0.264763182,0.582022513,4.536091385,PDZD3
Insulin Secretion (GO:0030073),0.264763182,0.582022513,4.536091385,RAB11FIP5
Receptor Clustering (GO:0043113),0.264763182,0.582022513,4.536091385,MUSK
Regulation Of Behavior (GO:0050795),0.264763182,0.582022513,4.536091385,RELN
Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),0.264763182,0.582022513,4.536091385,PPP3R2
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),0.264763182,0.582022513,4.536091385,IPO5
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),0.266468846,0.584931612,2.048700266,GPR26;PTGER1;PTH2R;ADGRL3
DNA Unwinding Involved In DNA Replication (GO:0006268),0.276574937,0.589062032,4.15599943,CDC45
Regulation Of Fibroblast Migration (GO:0010762),0.276574937,0.589062032,4.15599943,RFFL
Negative Regulation Of Reproductive Process (GO:2000242),0.276574937,0.589062032,4.15599943,NPPC
Ameboidal-Type Cell Migration (GO:0001667),0.276574937,0.589062032,4.15599943,MEGF8
Regulation Of Meiotic Cell Cycle (GO:0051445),0.276574937,0.589062032,4.15599943,NPPC
Regulation Of Membrane Depolarization (GO:0003254),0.276574937,0.589062032,4.15599943,GPD1L
Anterior/Posterior Axis Specification (GO:0009948),0.276574937,0.589062032,4.15599943,LHX1
Regulation Of Spindle Organization (GO:0090224),0.276574937,0.589062032,4.15599943,DYNC1H1
Phosphatidylserine Metabolic Process (GO:0006658),0.276574937,0.589062032,4.15599943,OSBPL10
Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),0.276574937,0.589062032,4.15599943,TYRO3
Sensory Perception Of Pain (GO:0019233),0.276574937,0.589062032,4.15599943,KCNK4
Positive Regulation Of Embryonic Development (GO:0040019),0.276574937,0.589062032,4.15599943,LHX1
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),0.276574937,0.589062032,4.15599943,MAPK8
Positive Regulation Of Lipid Catabolic Process (GO:0050996),0.276574937,0.589062032,4.15599943,DAGLB
Positive Regulation Of Protein Processing (GO:0010954),0.276574937,0.589062032,4.15599943,MELTF
Limb Morphogenesis (GO:0035108),0.276574937,0.589062032,4.15599943,MEGF8
Long-Term Memory (GO:0007616),0.276574937,0.589062032,4.15599943,CPEB3
Receptor Metabolic Process (GO:0043112),0.276574937,0.589062032,4.15599943,KIF16B
Monocarboxylic Acid Catabolic Process (GO:0072329),0.276574937,0.589062032,4.15599943,LDHD
Regulation Of Calcium Ion Import (GO:0090279),0.276574937,0.589062032,4.15599943,EGF
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),0.276574937,0.589062032,4.15599943,IPO5
Regulation Of Cytoskeleton Organization (GO:0051493),0.276820654,0.589062032,2.136057647,PRKAA2;MAP6;NEDD9
Canonical Wnt Signaling Pathway (GO:0060070),0.280283917,0.595603323,2.483018798,WNT10A;PPP1CA
DNA Replication Initiation (GO:0006270),0.288197514,0.600738687,3.821553622,CDC45
Regulation Of Dendritic Spine Development (GO:0060998),0.288197514,0.600738687,3.821553622,CPEB3
Negative Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804),0.288197514,0.600738687,3.821553622,RFFL
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),0.288197514,0.600738687,3.821553622,TAP2
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779),0.288197514,0.600738687,3.821553622,COX10
Regulation Of Transferase Activity (GO:0051338),0.288197514,0.600738687,3.821553622,FEM1A
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),0.288197514,0.600738687,3.821553622,TNFSF13B
Response To Cadmium Ion (GO:0046686),0.288197514,0.600738687,3.821553622,MAPK8
Positive Regulation Of Blood Coagulation (GO:0030194),0.288197514,0.600738687,3.821553622,EMILIN2
Skin Epidermis Development (GO:0098773),0.288197514,0.600738687,3.821553622,KDF1
snRNA Metabolic Process (GO:0016073),0.288197514,0.600738687,3.821553622,USPL1
Lipid Catabolic Process (GO:0016042),0.288197514,0.600738687,3.821553622,CYP3A4
Macrophage Differentiation (GO:0030225),0.288197514,0.600738687,3.821553622,SOCS1
Modulation By Symbiont Of Entry Into Host (GO:0052372),0.288197514,0.600738687,3.821553622,HS3ST6
Protein Processing (GO:0016485),0.289917816,0.603210421,2.004680331,PCSK2;PCSK9;SPG7
tRNA Modification (GO:0006400),0.292188498,0.603210421,2.327678361,PUS3;TRMT9B
Positive Regulation Of Cell Cycle Process (GO:0090068),0.294294199,0.603210421,1.963101088,DYNC1H1;EGF;NCAPH
Monoatomic Cation Transmembrane Transport (GO:0098655),0.297479974,0.603210421,1.629476849,TRPM1;SLC6A19;KCNK12;TRPM8;ASIC3;KCNK4
Neuropeptide Signaling Pathway (GO:0007218),0.298131703,0.603210421,2.25477758,NXPH4;NTSR1
Regulation Of Protein Kinase Activity (GO:0045859),0.298674832,0.603210421,1.922570396,DEPTOR;RELN;SMG8
Regulation Of Dopamine Secretion (GO:0014059),0.299633935,0.603210421,3.525550458,SYT11
Fc-epsilon Receptor Signaling Pathway (GO:0038095),0.299633935,0.603210421,3.525550458,MAPK8
NAD Metabolic Process (GO:0019674),0.299633935,0.603210421,3.525550458,GPD1L
Acylglycerol Biosynthetic Process (GO:0046463),0.299633935,0.603210421,3.525550458,GPAT3
Regulation Of Mitochondrial Translation (GO:0070129),0.299633935,0.603210421,3.525550458,MALSU1
Oxoacid Metabolic Process (GO:0043436),0.299633935,0.603210421,3.525550458,LIPT1
Peptidyl-Glutamic Acid Modification (GO:0018200),0.299633935,0.603210421,3.525550458,TTLL7
Regulation Of Regulatory T Cell Differentiation (GO:0045589),0.299633935,0.603210421,3.525550458,SOCS1
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),0.299633935,0.603210421,3.525550458,PDE4D
Cellular Response To Cadmium Ion (GO:0071276),0.299633935,0.603210421,3.525550458,MAPK8
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.299633935,0.603210421,3.525550458,MAP6
Dendritic Cell Differentiation (GO:0097028),0.299633935,0.603210421,3.525550458,BATF3
Positive Regulation Of Cholesterol Efflux (GO:0010875),0.299633935,0.603210421,3.525550458,ADIPOQ
Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),0.299633935,0.603210421,3.525550458,RELN
Glucose Transmembrane Transport (GO:1904659),0.299633935,0.603210421,3.525550458,SLC2A2
Hexose Transmembrane Transport (GO:0008645),0.299633935,0.603210421,3.525550458,SLC2A2
Inositol Phosphate Metabolic Process (GO:0043647),0.299633935,0.603210421,3.525550458,INPP4A
Positive Regulation Of Viral Life Cycle (GO:1903902),0.299633935,0.603210421,3.525550458,TYRO3
Postreplication Repair (GO:0006301),0.299633935,0.603210421,3.525550458,TNFSF13B
Negative Regulation Of Cell Communication (GO:0010648),0.299633935,0.603210421,3.525550458,ADIPOQ
DNA-templated DNA Replication (GO:0006261),0.304067075,0.608930136,2.184833438,CDC45;CHRAC1
Regulation Of Heart Contraction (GO:0008016),0.304067075,0.608930136,2.184833438,PDE4D;TNNT2
Cellular Response To Calcium Ion (GO:0071277),0.304067075,0.608930136,2.184833438,PRKAA2;SYT11
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),0.304067075,0.608930136,2.184833438,MUSK;EGF
Inorganic Cation Transmembrane Transport (GO:0098662),0.30584884,0.61169768,1.574763399,TRPM1;SLC6A19;KCNK12;TRPM8;ASIC3;KCNK4
Sensory Organ Development (GO:0007423),0.309993338,0.61217165,2.117692322,WNT10A;MAB21L1
Sulfur Compound Biosynthetic Process (GO:0044272),0.309993338,0.61217165,2.117692322,CHPF2;CHSY3
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),0.310887171,0.61217165,3.262183094,RFFL
Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),0.310887171,0.61217165,3.262183094,SRCIN1
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),0.310887171,0.61217165,3.262183094,IPO5
Diacylglycerol Metabolic Process (GO:0046339),0.310887171,0.61217165,3.262183094,DAGLB
Entrainment Of Circadian Clock By Photoperiod (GO:0043153),0.310887171,0.61217165,3.262183094,PPP1CA
Translesion Synthesis (GO:0019985),0.310887171,0.61217165,3.262183094,TNFSF13B
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),0.310887171,0.61217165,3.262183094,PCSK9
Hepaticobiliary System Development (GO:0061008),0.310887171,0.61217165,3.262183094,PCSK9
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),0.310887171,0.61217165,3.262183094,CD19
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),0.310887171,0.61217165,3.262183094,MEGF8
Protein Localization To Nucleus (GO:0034504),0.311835934,0.613250616,1.806947779,EIF4ENIF1;LMNA;IPO5
Kidney Development (GO:0001822),0.315909258,0.61421325,2.053210503,LHX1;PCSK9
Lipid Biosynthetic Process (GO:0008610),0.315909258,0.61421325,2.053210503,PRKAA2;PDSS1
Myeloid Leukocyte Differentiation (GO:0002573),0.315909258,0.61421325,2.053210503,BATF3;SOCS1
Positive Regulation Of Defense Response (GO:0031349),0.320619863,0.61421325,1.734539773,NLRP6;FEM1A;EMILIN2
Protein Dephosphorylation (GO:0006470),0.320619863,0.61421325,1.734539773,PPP3R2;PPM1L;PPP1CA
Plasma Membrane Organization (GO:0007009),0.321813644,0.61421325,1.991253376,RAB3A;SYT11
Negative Regulation Of Cell Adhesion (GO:0007162),0.321813644,0.61421325,1.991253376,PLXND1;TBCD
Regulation Of Cytoplasmic Translation (GO:2000765),0.321960148,0.61421325,3.026723563,CPEB3
ERK1 And ERK2 Cascade (GO:0070371),0.321960148,0.61421325,3.026723563,EGF
Regulation Of Execution Phase Of Apoptosis (GO:1900117),0.321960148,0.61421325,3.026723563,TP53BP2
Acylglycerol Catabolic Process (GO:0046464),0.321960148,0.61421325,3.026723563,DAGLB
Neuromuscular Junction Development (GO:0007528),0.321960148,0.61421325,3.026723563,MUSK
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),0.321960148,0.61421325,3.026723563,TMF1
Photoperiodism (GO:0009648),0.321960148,0.61421325,3.026723563,PPP1CA
Positive Regulation Of BMP Signaling Pathway (GO:0030513),0.321960148,0.61421325,3.026723563,ELAPOR2
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),0.321960148,0.61421325,3.026723563,TNFSF13B
Early Endosome To Late Endosome Transport (GO:0045022),0.321960148,0.61421325,3.026723563,KIF16B
Stress Granule Assembly (GO:0034063),0.321960148,0.61421325,3.026723563,DYNC1H1
Fat-Soluble Vitamin Metabolic Process (GO:0006775),0.321960148,0.61421325,3.026723563,CYP3A4
Gliogenesis (GO:0042063),0.321960148,0.61421325,3.026723563,RELN
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),0.321960148,0.61421325,3.026723563,EGF
Iron Ion Transport (GO:0006826),0.321960148,0.61421325,3.026723563,MELTF
Lipid Translocation (GO:0034204),0.321960148,0.61421325,3.026723563,TMEM30B
Protein Kinase B Signaling (GO:0043491),0.321960148,0.61421325,3.026723563,TYRO3
DNA Replication (GO:0006260),0.327705343,0.623573541,1.931694761,CHRAC1;TICRR
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),0.332855745,0.623573541,2.815287203,VPS11
Regulation Of Lysosomal Lumen pH (GO:0035751),0.332855745,0.623573541,2.815287203,CLN6
Regulation Of Platelet Aggregation (GO:0090330),0.332855745,0.623573541,2.815287203,EMILIN2
Regulation Of Postsynapse Organization (GO:0099175),0.332855745,0.623573541,2.815287203,SRCIN1
Cellular Response To Hexose Stimulus (GO:0071331),0.332855745,0.623573541,2.815287203,PRKAA2
Ventricular Cardiac Muscle Tissue Development (GO:0003229),0.332855745,0.623573541,2.815287203,TNNT2
Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927),0.332855745,0.623573541,2.815287203,KIF16B
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),0.332855745,0.623573541,2.815287203,CYP3A4
Purine Ribonucleotide Catabolic Process (GO:0009154),0.332855745,0.623573541,2.815287203,NT5C1A
Regulation Of B Cell Activation (GO:0050864),0.332855745,0.623573541,2.815287203,CD19
Negative Regulation Of TORC1 Signaling (GO:1904262),0.332855745,0.623573541,2.815287203,DEPTOR
Regulation Of mRNA Stability (GO:0043488),0.333583245,0.623573541,1.874416283,EIF4ENIF1;E2F1
Gland Development (GO:0048732),0.333583245,0.623573541,1.874416283,WNT10A;PCSK9
Import Into Nucleus (GO:0051170),0.333583245,0.623573541,1.874416283,EIF4ENIF1;IPO5
Regulation Of Response To External Stimulus (GO:0032101),0.333798677,0.623573541,1.632386105,TKFC;NLRP6;DAGLB
Regulation Of Anatomical Structure Morphogenesis (GO:0022603),0.333798677,0.623573541,1.632386105,PLXND1;HECW2;SRCIN1
Regulation Of Fat Cell Differentiation (GO:0045598),0.339446276,0.623573541,1.819306786,ADIPOQ;E2F1
Regulation Of BMP Signaling Pathway (GO:0030510),0.339446276,0.623573541,1.819306786,CRIM1;ELAPOR2
Regulation Of DNA Replication (GO:0006275),0.339446276,0.623573541,1.819306786,CHRAC1;EGF
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.342125831,0.623573541,1.466117961,INPP4A;HKDC1;TRH;PPP1CA
Regulation Of Intracellular Signal Transduction (GO:1902531),0.342536981,0.623573541,1.359635489,ARHGAP32;PEX5L;DOCK3;GPAT3;ARAP1;RFFL
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),0.343576794,0.623573541,2.624655667,SOCS1
Fc Receptor Signaling Pathway (GO:0038093),0.343576794,0.623573541,2.624655667,MAPK8
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176),0.343576794,0.623573541,2.624655667,EGF
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",0.343576794,0.623573541,2.624655667,PRICKLE2
Negative Regulation Of Protein Polymerization (GO:0032272),0.343576794,0.623573541,2.624655667,TBCD
Acute Inflammatory Response (GO:0002526),0.343576794,0.623573541,2.624655667,NLRP6
Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),0.343576794,0.623573541,2.624655667,C11ORF80
cAMP-mediated Signaling (GO:0019933),0.343576794,0.623573541,2.624655667,PDE4D
Organelle Fusion (GO:0048284),0.343576794,0.623573541,2.624655667,VPS11
Organelle Membrane Fusion (GO:0090174),0.343576794,0.623573541,2.624655667,SYT11
Cardiac Muscle Cell Development (GO:0055013),0.343576794,0.623573541,2.624655667,FHOD3
Cellular Response To Xenobiotic Stimulus (GO:0071466),0.343576794,0.623573541,2.624655667,ADIPOQ
Respiratory Chain Complex IV Assembly (GO:0008535),0.343576794,0.623573541,2.624655667,COX10
Positive Regulation Of Nuclear Division (GO:0051785),0.343576794,0.623573541,2.624655667,EGF
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),0.343576794,0.623573541,2.624655667,CD19
Protein Export From Nucleus (GO:0006611),0.343576794,0.623573541,2.624655667,NUP42
Meiosis I (GO:0007127),0.343576794,0.623573541,2.624655667,HSF2BP
miRNA-mediated Gene Silencing (GO:0035195),0.343576794,0.623573541,2.624655667,EIF4ENIF1
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),0.343576794,0.623573541,2.624655667,PDE4D
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178),0.346967362,0.628236761,1.537384657,FAM83G;BMP3;MEGF8
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),0.346967362,0.628236761,1.537384657,RELN;NEDD9;SRCIN1
Sphingolipid Biosynthetic Process (GO:0030148),0.351123624,0.630015008,1.71518311,PPM1L;ST8SIA1
Positive Regulation Of Response To Stimulus (GO:0048584),0.351123624,0.630015008,1.71518311,ADIPOQ;TAF9
DNA Synthesis Involved In DNA Repair (GO:0000731),0.354126083,0.630015008,2.45214228,TNFSF13B
Phospholipid Biosynthetic Process (GO:0008654),0.354126083,0.630015008,2.45214228,DOLK
Positive Regulation Of TORC1 Signaling (GO:1904263),0.354126083,0.630015008,2.45214228,LARS1
Cortical Cytoskeleton Organization (GO:0030865),0.354126083,0.630015008,2.45214228,FHOD3
Dorsal/Ventral Pattern Formation (GO:0009953),0.354126083,0.630015008,2.45214228,LHX1
Positive Regulation Of Filopodium Assembly (GO:0051491),0.354126083,0.630015008,2.45214228,ARAP1
Iron-Sulfur Cluster Assembly (GO:0016226),0.354126083,0.630015008,2.45214228,IBA57
mRNA Modification (GO:0016556),0.354126083,0.630015008,2.45214228,PUS3
Metallo-Sulfur Cluster Assembly (GO:0031163),0.354126083,0.630015008,2.45214228,IBA57
Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),0.354126083,0.630015008,2.45214228,TAF9
Monoubiquitinated Histone Deubiquitination (GO:0035521),0.354126083,0.630015008,2.45214228,TAF9
Regulation Of Catecholamine Secretion (GO:0050433),0.354126083,0.630015008,2.45214228,SYT11
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),0.354126083,0.630015008,2.45214228,SOCS1
Regulation Of Innate Immune Response (GO:0045088),0.356935979,0.632306942,1.665978214,TKFC;TYRO3
Cellular Response To Nutrient Levels (GO:0031669),0.356935979,0.632306942,1.665978214,PRKAA2;PCSK9
Long-Chain Fatty Acid Metabolic Process (GO:0001676),0.356935979,0.632306942,1.665978214,DAGLB;CYP3A4
Positive Regulation Of Programmed Cell Death (GO:0043068),0.357712199,0.632306942,1.31749787,MAPK8;CALHM2;E2F1;FAS;EMILIN2
Negative Regulation Of Cell Motility (GO:2000146),0.36011126,0.632306942,1.448927391,ADIPOQ;EMILIN2;NEDD9
Regulation Of Neuron Differentiation (GO:0045664),0.362729541,0.632306942,1.618560016,RELN;TRIM32
Vesicle Fusion (GO:0006906),0.362729541,0.632306942,1.618560016,SYT11;VPS11
Positive Regulation Of Protein Localization To Membrane (GO:1905477),0.362729541,0.632306942,1.618560016,MAPK8;PLS1
Protein Import Into Nucleus (GO:0006606),0.362729541,0.632306942,1.618560016,EIF4ENIF1;IPO5
Regulation Of Chemotaxis (GO:0050920),0.364506355,0.632306942,2.295488463,NOVA2
Regulation Of Chromosome Segregation (GO:0051983),0.364506355,0.632306942,2.295488463,NCAPH
Apoptotic Cell Clearance (GO:0043277),0.364506355,0.632306942,2.295488463,TYRO3
"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",0.364506355,0.632306942,2.295488463,SMG8
Cell-Substrate Junction Assembly (GO:0007044),0.364506355,0.632306942,2.295488463,PLEC
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),0.364506355,0.632306942,2.295488463,GPD1L
Diterpenoid Metabolic Process (GO:0016101),0.364506355,0.632306942,2.295488463,E2F1
Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.364506355,0.632306942,2.295488463,E2F1
Glycosaminoglycan Metabolic Process (GO:0030203),0.364506355,0.632306942,2.295488463,CLN6
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),0.364506355,0.632306942,2.295488463,IPO5
Regulation Of Bone Resorption (GO:0045124),0.364506355,0.632306942,2.295488463,BGLAP
Negative Regulation Of Cation Channel Activity (GO:2001258),0.364506355,0.632306942,2.295488463,PPP3R2
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),0.364506355,0.632306942,2.295488463,SYT11
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),0.368503416,0.636958665,1.572846404,ADIPOQ;IPO5
Regulation Of Organelle Assembly (GO:1902115),0.368503416,0.636958665,1.572846404,VPS11;TBC1D2B
Calcium Ion Transmembrane Transport (GO:0070588),0.368503416,0.636958665,1.572846404,TRPM1;TRPM8
Cellular Response To Metal Ion (GO:0071248),0.368853188,0.636958665,1.393319688,MAPK8;PRKAA2;SYT11
Cytoskeleton-Dependent Cytokinesis (GO:0061640),0.374256745,0.637733119,1.52875992,MYH10;SEPTIN8
Regulation Of Developmental Growth (GO:0048638),0.37472031,0.637733119,2.152783217,MUSK
Regulation Of Establishment Of Planar Polarity (GO:0090175),0.37472031,0.637733119,2.152783217,PRICKLE2
Phosphatidic Acid Biosynthetic Process (GO:0006654),0.37472031,0.637733119,2.152783217,GPAT3
Regulation Of Spindle Assembly (GO:0090169),0.37472031,0.637733119,2.152783217,DYNC1H1
Positive Regulation Of B Cell Proliferation (GO:0030890),0.37472031,0.637733119,2.152783217,TNFSF13B
