Term,P-value,Adjusted P-value,Combined Score,Genes
Positive Regulation Of Ligase Activity (GO:0051351),0.034760047,0.839019024,28.37468587,ATPSCKMT;XRCC1
Positive Regulation Of Membrane Invagination (GO:1905155),0.034760047,0.839019024,28.37468587,UXT;PLCG2
Ribosome Biogenesis (GO:0042254),0.03492831,0.839019024,6.523954136,RPS25;TBL3;SPATA5L1;NVL;PIH1D1;MRPS12;CINP;C1ORF131;PWP2;GLUL;MRPL22
Carboxylic Acid Metabolic Process (GO:0019752),0.035489831,0.839019024,11.68546609,CSGALNACT1;CYP2J2;CARNMT1;SIRT4
Ribonucleoprotein Complex Biogenesis (GO:0022613),0.036239888,0.839019024,6.96845488,RPS25;TBL3;SPATA5L1;NVL;MRPS12;CINP;C1ORF131;PWP2;GLUL
DNA Damage Response (GO:0006974),0.0377792,0.839019024,5.085645554,YAP1;MUS81;ZBTB38;PNKP;SIRT4;CIDEB;HTRA2;XPC;ALKBH7;ZDHHC16;PIDD1;MRNIP;SLX4;IRF3;RBBP5;TAOK2;NABP2;IRF7;ADPRS;IKBKE;IER3;MEN1
Response To Ketone (GO:1901654),0.038618482,0.839019024,14.56204919,YAP1;TGFB2;UBE3A
Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351),0.038618482,0.839019024,14.56204919,CABYR;CCDC103;CFAP53
Negative Regulation Of JNK Cascade (GO:0046329),0.039052708,0.839019024,10.97169044,MECOM;DUSP19;GPS2;MEN1
Positive Regulation Of Organelle Organization (GO:0010638),0.039052708,0.839019024,10.97169044,P2RX7;STX18;HTRA2;MGARP
Regulation Of Interferon-Beta Production (GO:0032648),0.040774337,0.839019024,9.026320907,IRF3;FLOT1;IRF7;CACTIN;TRIM65
Regulation Of Cellular Senescence (GO:2000772),0.042812222,0.839019024,10.31629014,FZR1;SIRT6;YBX1;BMAL1
Negative Regulation Of Cell Cycle (GO:0045786),0.043037881,0.839019024,7.174044351,THAP5;TP53I13;CDK5RAP1;HTRA2;SCRIB;TAF6;MEN1
Regulation Of Ceramide Biosynthetic Process (GO:2000303),0.043582756,0.839019024,22.68234825,ORMDL3;PLA2G6
Regulation Of Histone Methylation (GO:0031060),0.043582756,0.839019024,22.68234825,EHMT2;EHMT1
Amino Sugar Biosynthetic Process (GO:0046349),0.043582756,0.839019024,22.68234825,GNPDA1;UAP1
Positive Regulation Of Myoblast Fusion (GO:1901741),0.043582756,0.839019024,22.68234825,EHD1;FLOT1
"Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)",0.043582756,0.839019024,22.68234825,UXT;PLCG2
Regulation Of Smoothened Signaling Pathway (GO:0008589),0.043848235,0.839019024,8.629070387,TEDC1;TULP3;OTX2;FUZ;TXNDC15
Positive Regulation Of Interferon-Beta Production (GO:0032728),0.046768281,0.839019024,9.713077776,IRF3;FLOT1;IRF7;TRIM65
Regulation Of Protein Localization To Nucleus (GO:1900180),0.047057337,0.839019024,8.254278917,YAP1;NVL;SUMO3;ORMDL3;GLUL
Cellular Response To Ionizing Radiation (GO:0071479),0.047057337,0.839019024,8.254278917,YAP1;EEF1D;HSF1;SWI5;TNKS1BP1
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),0.049346572,0.839019024,12.04641184,CARM1;UFSP2;DNAAF4
Response To Gamma Radiation (GO:0010332),0.049346572,0.839019024,12.04641184,YAP1;HSF1;MEN1
tRNA Aminoacylation (GO:0043039),0.049346572,0.839019024,12.04641184,DARS2;GATB;HARS2
Platelet Dense Granule Organization (GO:0060155),0.049346572,0.839019024,12.04641184,AP3M1;AP3B1;AP3S2
DNA Metabolic Process (GO:0006259),0.049653756,0.839019024,4.802169306,MUS81;INO80B;INO80E;PNKP;RPA2;XPC;AXIN2;LRWD1;PTMS;SLX4;NTHL1;CDK2;POLD2;NABP2;ADPRS;MEN1;POLG
Positive Regulation Of Protein Kinase Activity (GO:0045860),0.050512712,0.839019024,5.625641841,PRNP;TGFB2;MAP2K2;MRNIP;DLG4;PIH1D1;TAOK2;DUSP19;PRKAG1;AXIN2
Spliceosomal snRNP Assembly (GO:0000387),0.050920339,0.839019024,9.156675515,PRMT7;PRPF6;GEMIN6;PRPF19
Melanosome Organization (GO:0032438),0.050920339,0.839019024,9.156675515,AP3M1;SNAPIN;AP3S2;AP3B1
Regulation Of Cellular Response To Stress (GO:0080135),0.05146839,0.839019024,6.093799788,INO80B;DNAJB1;INO80E;TAF10;HSF1;RPA2;TAF6;ADCY8
Regulation Of Cilium Assembly (GO:1902017),0.052952481,0.839019024,6.888247142,YAP1;ODAD3;PPP1R35;TBC1D13;FUZ;TBC1D10A
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001267),0.053131464,0.839019024,18.59114476,PIH1D1;HTRA2
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),0.053131464,0.839019024,18.59114476,PRMT7;PCGF5
UDP-N-acetylglucosamine Metabolic Process (GO:0006047),0.053131464,0.839019024,18.59114476,GNPDA1;UAP1
"Regulation Of Phagocytosis, Engulfment (GO:0060099)",0.053131464,0.839019024,18.59114476,UXT;PLCG2
snRNA Transcription By RNA Polymerase II (GO:0042795),0.053131464,0.839019024,18.59114476,SNAPC5;ELL3
Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198),0.053131464,0.839019024,18.59114476,OPHN1;EZR
Very-Low-Density Lipoprotein Particle Assembly (GO:0034379),0.053131464,0.839019024,18.59114476,SOAT1;CIDEB
Induction Of Positive Chemotaxis (GO:0050930),0.053131464,0.839019024,18.59114476,VEGFC;MEN1
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819),0.053131464,0.839019024,18.59114476,CDK2;RPA2
Negative Regulation Of Activated T Cell Proliferation (GO:0046007),0.053131464,0.839019024,18.59114476,PRNP;SCRIB
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030),0.053131464,0.839019024,18.59114476,ZNF205;BBC3
Progesterone Receptor Signaling Pathway (GO:0050847),0.053131464,0.839019024,18.59114476,YAP1;UBE3A
Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984),0.053131464,0.839019024,18.59114476,SOAT1;ABCA7
Ribosomal Large Subunit Biogenesis (GO:0042273),0.053882809,0.839019024,7.565720709,TRAF7;SPATA5L1;NVL;CINP;RPL23A
Cell-Cell Signaling By Wnt (GO:0198738),0.055197381,0.839019024,11.01735429,PLCG2;KLHL12;WLS
Regulation Of Telomere Maintenance (GO:0032204),0.055267416,0.839019024,8.642389585,SLX4;TINF2;SIRT6;SMG5
Heart Looping (GO:0001947),0.055267416,0.839019024,8.642389585,MKKS;CCDC103;SRF;DVL2
DNA Replication (GO:0006260),0.059141814,0.839019024,6.430551647,PNKP;POLD2;CDK2;RPA2;PTMS;POLG
Axonal Transport (GO:0098930),0.059808121,0.839019024,8.16610712,AP3M1;SNAPIN;AP3S2;MGARP
"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",0.061251979,0.839019024,6.949302554,MED22;SCAF8;MED20;MED19;ELL3
post-Golgi Vesicle-Mediated Transport (GO:0006892),0.061251979,0.839019024,6.949302554,AP4M1;GGA1;CCDC22;SCAMP3;VTI1B
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",0.061362267,0.839019024,10.10868314,SF3A3;PRPF6;DDX23
Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858),0.061362267,0.839019024,10.10868314,PRNP;GPS2;EZR
Regulation Of Epithelial Cell Apoptotic Process (GO:1904035),0.063338304,0.839019024,15.53525585,YAP1;CARM1
"Base-Excision Repair, AP Site Formation (GO:0006285)",0.063338304,0.839019024,15.53525585,MPG;NTHL1
Exit From Mitosis (GO:0010458),0.063338304,0.839019024,15.53525585,PPP2R2D;CHMP7
Intracellular Copper Ion Homeostasis (GO:0006878),0.063338304,0.839019024,15.53525585,PRNP;CCDC22
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),0.063338304,0.839019024,15.53525585,PRNP;ABCA7
Translation (GO:0006412),0.064150474,0.839019024,4.449956824,MRPS24;MRPS12;DHPS;GATB;MRPL14;RPL23A;HARS2;MRPL22;MRPL55;MRPL41;RPS25;RPS29;EEF1D;MRPL9
Regulation Of Small Molecule Metabolic Process (GO:0062012),0.064540666,0.839019024,7.724210914,PRKAG1;ARL2;ADIPOR1;SLC2A6
Regulation Of Fat Cell Differentiation (GO:0045598),0.065744521,0.839019024,6.009828549,YAP1;XBP1;CARM1;GPS2;SIRT6;BMAL1
Organelle Assembly (GO:0070925),0.067652394,0.839019024,4.064169802,MKKS;IFT172;AP3B1;FUZ;AMBRA1;TXNDC15;KIF27;EHD1;AP4M1;AP3M1;CFAP298;RILPL2;TBC1D31;MAP1LC3C;ATG101;TMEM107;AP3S2;CHMP7
Secretory Granule Organization (GO:0033363),0.067832402,0.839019024,9.30213644,AP3M1;AP3S2;AP3B1
Mismatch Repair (GO:0006298),0.067832402,0.839019024,9.30213644,RNASEH2C;RPA2;XPC
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),0.067832402,0.839019024,9.30213644,SLX4;TINF2;DCP2
Positive Regulation Of Mitochondrion Organization (GO:0010822),0.069162835,0.839019024,6.395552705,HTRA2;CIDEB;ZNF205;MGARP;BBC3
Cellular Component Assembly (GO:0022607),0.07272767,0.839019024,4.085783311,YAP1;NLGN4Y;ELN;TINF2;CORO1B;BAG6;OPHN1;DLG4;HSF1;CFAP46;TLCD2;OTX2;EZR;TEAD2;SPACA9
DNA-templated Transcription Initiation (GO:0006352),0.073319912,0.839019024,6.139639519,GTF2A2;TAF10;TAF6;POLR2I;GTF2E2
Cilium Movement (GO:0003341),0.073319912,0.839019024,6.139639519,ODAD3;CABYR;CCDC103;DNAAF4;CFAP53
Golgi Vesicle Transport (GO:0048193),0.074036876,0.839019024,4.29556266,AP4M1;STX18;COG2;MYO18A;PREB;TMED1;KLHL12;SCAMP3;NRBP1;CNIH4;VTI1B;TMED4
"Base-Excision Repair, Gap-Filling (GO:0006287)",0.074139511,0.839019024,13.18317276,PNKP;POLG
snRNA Transcription (GO:0009301),0.074139511,0.839019024,13.18317276,SNAPC5;ELL3
Oligosaccharide-Lipid Intermediate Biosynthetic Process (GO:0006490),0.074139511,0.839019024,13.18317276,DPAGT1;ALG12
Positive Regulation Of Neuroinflammatory Response (GO:0150078),0.074139511,0.839019024,13.18317276,UXT;PLCG2
Positive Regulation Of Protein Export From Nucleus (GO:0046827),0.074139511,0.839019024,13.18317276,SIRT6;EMD
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),0.074139511,0.839019024,13.18317276,PLCG2;ZNF205
Determination Of Heart Left/Right Asymmetry (GO:0061371),0.074572291,0.839019024,6.931173245,MKKS;CCDC103;SRF;DVL2
Embryonic Heart Tube Morphogenesis (GO:0003143),0.074572291,0.839019024,6.931173245,MKKS;CCDC103;SRF;DVL2
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),0.074598284,0.839019024,8.582845393,PARD6A;DLG4;SCRIB
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),0.074598284,0.839019024,8.582845393,PIDD1;CDK2;RPA2
Nuclear Membrane Organization (GO:0071763),0.074598284,0.839019024,8.582845393,EMD;CHMP7;TOR1AIP1
mRNA Transcription (GO:0009299),0.079866015,0.839019024,6.574694086,RXRB;TAF10;HSF1;TAF6
Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),0.079866015,0.839019024,6.574694086,MED22;MED20;MED19;ELL3
Peptide Biosynthetic Process (GO:0043043),0.079917736,0.839019024,4.340008544,MRPL41;RPS25;RPS29;MRPS12;DHPS;MRPL14;RPL23A;MRPL9;HARS2;MRPL55
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),0.081649833,0.839019024,7.938594578,PRUNE1;ARL2;GAS2L1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.082032777,0.839019024,5.665356667,XBP1;ARMC10;HSPB1;HTRA2;TRIM32
Regulation Of Organelle Assembly (GO:1902115),0.084055543,0.839019024,5.096601877,ODAD3;STX18;TBC1D13;FUZ;EZR;TBC1D10A
Glycoprotein Biosynthetic Process (GO:0009101),0.084055543,0.839019024,5.096601877,GMPPB;CSGALNACT1;SERP1;GCNT1;B4GALT7;GAL3ST4
Autophagosome Maturation (GO:0097352),0.085340909,0.839019024,6.241834186,MAP1LC3C;SNX14;CHMP7;VTI1B
Negative Regulation Of Immune System Process (GO:0002683),0.085340909,0.839019024,6.241834186,GPR108;GPS2;CACTIN;LGR4
Regulation Of DNA-templated Transcription Elongation (GO:0032784),0.085340909,0.839019024,6.241834186,INTS11;SCAF8;INTS1;ELL3
Regulation Of Macrophage Cytokine Production (GO:0010935),0.08547521,0.839019024,11.3287391,TGFB2;PLCG2
Regulation Of Myoblast Fusion (GO:1901739),0.08547521,0.839019024,11.3287391,EHD1;FLOT1
Regulation Of Oxidoreductase Activity (GO:0051341),0.08547521,0.839019024,11.3287391,SIRT4;ECSIT
Cardiocyte Differentiation (GO:0035051),0.08547521,0.839019024,11.3287391,TGFB2;SIRT6
"Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",0.08547521,0.839019024,11.3287391,TBL3;KRI1
Spliceosomal tri-snRNP Complex Assembly (GO:0000244),0.08547521,0.839019024,11.3287391,PRPF6;PRPF19
Substrate-Dependent Cell Migration (GO:0006929),0.08547521,0.839019024,11.3287391,OPHN1;VEGFC
Ether Lipid Metabolic Process (GO:0046485),0.08547521,0.839019024,11.3287391,GNPAT;PLA2G6
Extracellular Transport (GO:0006858),0.08547521,0.839019024,11.3287391,CABYR;CCDC103
Glutamine Metabolic Process (GO:0006541),0.08547521,0.839019024,11.3287391,SIRT4;GLUL
Microtubule-Based Transport (GO:0099111),0.08547521,0.839019024,11.3287391,CABYR;CCDC103
Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226),0.08547521,0.839019024,11.3287391,CPTP;FBXL2
Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037),0.08547521,0.839019024,11.3287391,FUZ;SULF1
Regulation Of Embryonic Development (GO:0045995),0.086586198,0.839019024,5.445438386,BAG6;INO80B;INO80E;EHMT1;OTX2
Regulation Of Organelle Organization (GO:0033043),0.086834805,0.839019024,4.670659177,INO80B;INO80E;STX18;PREB;MGARP;EZR;SFI1
Histone Modification (GO:0016570),0.088024212,0.839019024,4.934703826,TAF10;CARM1;HDAC11;SIRT4;SIRT6;DMAP1
Transcription By RNA Polymerase III (GO:0006383),0.088976482,0.839019024,7.359265745,SNAPC5;SNAPC2;POLR3GL
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.088976482,0.839019024,7.359265745,HSPB1;VEGFC;SULF1
Vesicle Coating (GO:0006901),0.088976482,0.839019024,7.359265745,KLHL12;AP3S2;PREB
"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",0.088976482,0.839019024,7.359265745,SKIC2;EIF3E;SMG5
Regulation Of Telomerase Activity (GO:0051972),0.090993528,0.839019024,5.930595152,NVL;PNKP;NABP2;MEN1
Telomere Organization (GO:0032200),0.091269086,0.839019024,5.236068174,INO80B;INO80E;TINF2;RPA2;SIRT6
Fatty Acid Metabolic Process (GO:0006631),0.094030717,0.839019024,4.213700371,CYP2J2;GNPAT;XBP1;GPX4;ALKBH7;CPT1C;ADIPOR1;SLC27A4
Regulation Of Protein Secretion (GO:0050708),0.094080417,0.839019024,4.421918579,TGFB2;MYO18A;SIRT6;EZR;ADCY8;SLC25A22;BMAL1
Regulation Of RNA Splicing (GO:0043484),0.094080417,0.839019024,4.421918579,HNRNPL;FASTK;TAF10;RBM12;GRSF1;CLK2;FAM50A
Positive Regulation Of Type I Interferon Production (GO:0032481),0.096079848,0.839019024,5.036611251,IRF3;FLOT1;IRF7;IKBKE;TRIM65
Protein N-linked Glycosylation (GO:0006487),0.096079848,0.839019024,5.036611251,DPAGT1;ALG12;MOGS;MGAT2;B4GALT7
RNA-mediated Gene Silencing (GO:0031047),0.096567262,0.839019024,6.836414451,ZNFX1;FAM172A;TARBP2
Mitotic G2/M Transition Checkpoint (GO:0044818),0.096820155,0.839019024,5.639186892,FZR1;MRNIP;TAOK2;NABP2
Cellular Response To Exogenous dsRNA (GO:0071360),0.097289211,0.839019024,9.837549772,COLEC12;FLOT1
Resolution Of Meiotic Recombination Intermediates (GO:0000712),0.097289211,0.839019024,9.837549772,MUS81;SLX4
Copper Ion Homeostasis (GO:0055070),0.097289211,0.839019024,9.837549772,PRNP;CCDC22
Dolichol Metabolic Process (GO:0019348),0.097289211,0.839019024,9.837549772,DPAGT1;ALG12
Establishment Of Protein Localization To Chromosome (GO:0070199),0.097289211,0.839019024,9.837549772,NABP2;LRWD1
Telomere Capping (GO:0016233),0.097289211,0.839019024,9.837549772,TINF2;TFIP11
Membrane Raft Organization (GO:0031579),0.097289211,0.839019024,9.837549772,COLEC12;FLOT1
Mitochondrion Transport Along Microtubule (GO:0047497),0.097289211,0.839019024,9.837549772,UXT;MGARP
Negative Regulation Of Defense Response To Virus (GO:0050687),0.097289211,0.839019024,9.837549772,TARBP2;MICB
Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244),0.097289211,0.839019024,9.837549772,SIRT6;NELFE
Positive Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904507),0.097289211,0.839019024,9.837549772,INO80B;INO80E
Regulation Of Carbohydrate Catabolic Process (GO:0043470),0.097289211,0.839019024,9.837549772,PRKAG1;SLC2A6
Ribosomal Small Subunit Biogenesis (GO:0042274),0.10053159,0.839019024,4.484793142,RPS25;TBL3;MRPS12;C1ORF131;LOC102724159;PWP2
Regulation Of DNA Metabolic Process (GO:0051052),0.100880762,0.839019024,4.017460639,INO80B;INO80E;EHMT2;ZBTB38;SUB1;TAF10;TAF6;SMG5
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.104410872,0.839019024,6.362944185,FZR1;MRNIP;TAOK2
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.104898203,0.839019024,4.345842432,MRPS12;BMAL1;DKK2;LGR4;WLS;RNF220
Positive Regulation Of Cellular Catabolic Process (GO:0031331),0.105468596,0.839019024,3.753517482,P2RX7;ATG101;NPRL2;ORMDL3;AMBRA1;GRSF1;MTLN;TRIM65;TRIM32
Double-Strand Break Repair (GO:0006302),0.108489305,0.839019024,3.571683269,MUS81;SLX4;PNKP;SWI5;NABP2;TNKS1BP1;RPA2;SIRT6;PRPF19;RAD54B
"mRNA Splicing, Via Spliceosome (GO:0000398)",0.108623695,0.839019024,3.402828008,SF3A3;PRMT7;SCNM1;PRPF6;PUF60;DDX23;GEMIN6;TFIP11;PRPF19;CACTIN;CRNKL1;RBM10
Regulation Of Cellular Response To Heat (GO:1900034),0.109528816,0.839019024,8.618546434,DNAJB1;HSF1
DNA Alkylation (GO:0006305),0.109528816,0.839019024,8.618546434,EHMT2;EHMT1
Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904505),0.109528816,0.839019024,8.618546434,INO80B;INO80E
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),0.109528816,0.839019024,8.618546434,DPAGT1;ALG12
Stem Cell Development (GO:0048864),0.109528816,0.839019024,8.618546434,FAM172A;KLHL12
Ganglioside Biosynthetic Process (GO:0001574),0.109528816,0.839019024,8.618546434,ST6GALNAC4;ST6GALNAC5
Negative Regulation Of Gluconeogenesis (GO:0045721),0.109528816,0.839019024,8.618546434,SIRT6;CLK2
Peptidyl-Lysine Trimethylation (GO:0018023),0.109528816,0.839019024,8.618546434,CSKMT;ATPSCKMT
Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),0.109528816,0.839019024,8.618546434,EHD1;FLOT1
Positive Regulation Of Transmembrane Transport (GO:0034764),0.109528816,0.839019024,8.618546434,P2RX7;SLC26A6
"Protein Localization To Chromosome, Telomeric Region (GO:0070198)",0.109528816,0.839019024,8.618546434,TINF2;NABP2
Regulation Of Neurogenesis (GO:0050767),0.111261167,0.839019024,4.492052244,YAP1;NUMB;PRUNE1;BMAL1;TRIM32
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),0.112495757,0.839019024,5.93285294,TINF2;DCP2;MEN1
Non-Motile Cilium Assembly (GO:1905515),0.112495757,0.839019024,5.93285294,TMEM107;FUZ;ENKD1
Phospholipid Translocation (GO:0045332),0.112495757,0.839019024,5.93285294,P2RX7;ATP10A;ABCA7
Protein Localization To Chromatin (GO:0071168),0.112495757,0.839019024,5.93285294,MRNIP;LRWD1;CHMP7
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),0.115303284,0.839019024,4.868654019,BAG6;HTRA2;CIDEB;IKBKE
Neurogenesis (GO:0022008),0.115303284,0.839019024,4.868654019,TGFB2;RITA1;CXCR4;BTBD6
Telomere Maintenance (GO:0000723),0.116564512,0.839019024,4.326780085,INO80B;INO80E;TINF2;ZBTB48;RPA2
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.118575432,0.839019024,3.958649934,P2RX7;PPP1R35;CDC42EP2;TWF2;FUZ;NDEL1
Histone Lysine Methylation (GO:0034968),0.120810162,0.839019024,5.541034242,RBBP5;EHMT2;MEN1
Negative Regulation Of Fat Cell Differentiation (GO:0045599),0.120810162,0.839019024,5.541034242,YAP1;GPS2;BMAL1
Proteoglycan Biosynthetic Process (GO:0030166),0.120810162,0.839019024,5.541034242,CSGALNACT1;B4GALT7;GAL3ST4
Regulation Of Mitochondrion Organization (GO:0010821),0.121784065,0.839019024,4.642004721,TMEM102;HTRA2;MGARP;SFI1
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202),0.122144635,0.839019024,7.608039214,CIDEB;TBC1D10A
"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.122144635,0.839019024,7.608039214,SCNM1;PUF60
Cellular Response To Gamma Radiation (GO:0071480),0.122144635,0.839019024,7.608039214,YAP1;HSF1
Dicarboxylic Acid Catabolic Process (GO:0043649),0.122144635,0.839019024,7.608039214,GOT1;GLUL
Positive Regulation Of Positive Chemotaxis (GO:0050927),0.122144635,0.839019024,7.608039214,VEGFC;MEN1
Positive Regulation Of Telomere Capping (GO:1904355),0.122144635,0.839019024,7.608039214,PNKP;NABP2
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),0.122144635,0.839019024,7.608039214,UXT;GPS2
Regulation Of DNA Strand Elongation (GO:0060382),0.122144635,0.839019024,7.608039214,INO80B;INO80E
Regulation Of Golgi Organization (GO:1903358),0.122144635,0.839019024,7.608039214,MAP2K2;STX18
Protein Localization (GO:0008104),0.123845565,0.839019024,2.872892152,AP3B1;AXIN2;PRPF19;MESD;CORO1B;EHD1;AP4M1;GGA1;ARL4A;HOOK2;NPHP1;TBC1D13;TIMM17A;TIMM17B;TMED1;LAMTOR2;WLS;TMED4
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),0.127522001,0.839019024,4.0179292,CDKN2B;TGFB2;TINF2;SULF1;MEN1
Positive Regulation Of Protein Polymerization (GO:0032273),0.127522001,0.839019024,4.0179292,FCHSD1;VASP;CDC42EP2;ARL2;AMBRA1
Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),0.128162018,0.839019024,3.723101442,NDUFB10;DMAC2;NDUFC1;ECSIT;SMIM20;COA5
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),0.128416904,0.839019024,4.428574885,PNKP;TINF2;SMG5;DCP2
Regulation Of Protein Polymerization (GO:0032271),0.1293422,0.839019024,5.183119552,FCHSD1;PRUNE1;ARL2
Phosphatidic Acid Metabolic Process (GO:0046473),0.1293422,0.839019024,5.183119552,GNPAT;DGKA;PLA2G6
Positive Regulation Of Chromosome Organization (GO:2001252),0.1293422,0.839019024,5.183119552,SLX4;TINF2;SIRT6
Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),0.1293422,0.839019024,5.183119552,RNF31;HTRA2;BBC3
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),0.1293422,0.839019024,5.183119552,CPTP;PLCG2;FBXL2
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),0.130645642,0.839019024,3.47650722,MUS81;SLX4;SWI5;NABP2;XRCC1;RPA2;RAD54B
Circulatory System Development (GO:0072359),0.130966953,0.839019024,3.329235146,TGFB2;MKKS;PDLIM3;SRF;DVL2;CACYBP;DNAAF4;ZDHHC16
Regulation Of Cellular Respiration (GO:0043457),0.135090412,0.839019024,6.760266091,NOA1;ARL2
DNA Modification (GO:0006304),0.135090412,0.839019024,6.760266091,MPG;NTHL1
Golgi To Vacuole Transport (GO:0006896),0.135090412,0.839019024,6.760266091,AP4M1;VTI1B
Cellular Response To dsRNA (GO:0071359),0.135090412,0.839019024,6.760266091,COLEC12;FLOT1
Regulation Of Viral Transcription (GO:0046782),0.135090412,0.839019024,6.760266091,TRIM32;TARBP2
Ribosomal Small Subunit Assembly (GO:0000028),0.135090412,0.839019024,6.760266091,LOC102724159;PWP2
"mRNA Cis Splicing, Via Spliceosome (GO:0045292)",0.135090412,0.839019024,6.760266091,DDX23;CACTIN
Negative Regulation Of Fibroblast Proliferation (GO:0048147),0.135090412,0.839019024,6.760266091,EMD;TRIM32
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.135090412,0.839019024,6.760266091,HSPB1;HTRA2
Nuclear Envelope Organization (GO:0006998),0.135090412,0.839019024,6.760266091,EMD;TOR1AIP1
Positive Chemotaxis (GO:0050918),0.135090412,0.839019024,6.760266091,SCRIB;MEN1
Positive Regulation Of Stem Cell Differentiation (GO:2000738),0.135090412,0.839019024,6.760266091,TGFB2;SIRT6
Postsynaptic Membrane Organization (GO:0001941),0.135090412,0.839019024,6.760266091,NLGN4Y;DLG4
Cilium Assembly (GO:0060271),0.137299687,0.839019024,2.852085893,MKKS;IFT172;FUZ;TXNDC15;KIF27;EHD1;CFAP298;RILPL2;TBC1D31;TMEM107;CFAP46;ENKD1;SPACA9
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),0.138079897,0.839019024,4.85535243,RBBP5;USP21;MEN1
Positive Regulation Of Signal Transduction (GO:0009967),0.138824064,0.839019024,2.788244865,YAP1;TEDC1;XBP1;TGFB2;PIH1D1;GPS2;SULF1;TXNDC15;RXRB;TRAF7;DLG4;RSPO2;RSPO3;WLS
NADH Dehydrogenase Complex Assembly (GO:0010257),0.142118895,0.839019024,4.037574929,NDUFB10;DMAC2;NDUFC1;ECSIT
Glycoprotein Metabolic Process (GO:0009100),0.142118895,0.839019024,4.037574929,PRKCSH;GCNT1;B4GALT7;GAL3ST4
Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),0.142118895,0.839019024,4.037574929,NDUFB10;DMAC2;NDUFC1;ECSIT
Protein Transport (GO:0015031),0.143108449,0.839019024,2.662952582,ARRDC2;AP3B1;SCAMP3;EHD1;AP4M1;GGA1;ARL4A;TBC1D13;TIMM17A;TIMM17B;PREB;TMED1;MON1A;WLS;TMED4;MEN1
Positive Regulation Of Cellular Component Biogenesis (GO:0044089),0.143215494,0.839019024,3.39987114,SLX4;STX18;CDK2;FLOT1;CDC42EP2;MTLN
DNA Repair (GO:0006281),0.145435608,0.839019024,2.663559146,MUS81;RNASEH2C;MPG;PNKP;XRCC1;RPA2;XPC;SIRT6;RAD23B;SLX4;NTHL1;NABP2;TNKS1BP1;ADPRS;MEN1
