Term,P-value,Adjusted P-value,Combined Score,Genes
Actin-Based Cell Projection (GO:0098858),0.722106161,0.999703216,0.256530491,IQGAP2;SLC27A4
Small Ribosomal Subunit (GO:0015935),0.722134085,0.999703216,0.25661529,MRPS12
Cytoplasmic Side Of Plasma Membrane (GO:0009898),0.723211349,0.999703216,0.259455657,RNF31;HTRA2;JAK3
Chromosome (GO:0005694),0.728933828,0.999703216,0.255165918,RRP1;C1ORF131;HNRNPU;RHNO1
Platelet Alpha Granule (GO:0031091),0.751212985,0.999703216,0.212385882,IGF2;GTPBP2
Specific Granule Membrane (GO:0035579),0.756709574,0.999703216,0.204610723,STK10;BST1
Cell-Cell Contact Zone (GO:0044291),0.761468223,0.999703216,0.191409498,DES
Asymmetric Synapse (GO:0032279),0.765847541,0.999703216,0.198712778,NLGN4Y;TSC2;SCRIB
Actin Cytoskeleton (GO:0015629),0.76844347,0.999703216,0.21289976,CNN2;SMTN;CFL2;CROCC;AFAP1;PLS3;IQGAP2;DBN1
Tight Junction (GO:0070160),0.772573642,0.999703216,0.183110794,PARD6A;OCEL1
Nuclear Chromosome (GO:0000228),0.782641949,0.999703216,0.170164309,HNRNPU;DMAP1
Golgi Cisterna (GO:0031985),0.788892856,0.999703216,0.153200808,YIPF2
Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116),0.795242215,0.999703216,0.145111824,CTSC
Sarcolemma (GO:0042383),0.795242215,0.999703216,0.145111824,DES
Exocytic Vesicle Membrane (GO:0099501),0.801400914,0.999703216,0.13752183,SYNGR3
Microbody Membrane (GO:0031903),0.801400914,0.999703216,0.13752183,PEX14
Peroxisomal Membrane (GO:0005778),0.801400914,0.999703216,0.13752183,PEX14
Phagocytic Vesicle (GO:0045335),0.806116871,0.999703216,0.141973018,HGS;APPL1
trans-Golgi Network Membrane (GO:0032588),0.806116871,0.999703216,0.141973018,AP4M1;COG2
Synaptic Vesicle Membrane (GO:0030672),0.807374669,0.999703216,0.13039431,SYNGR3
ER To Golgi Transport Vesicle Membrane (GO:0012507),0.813169026,0.999703216,0.12369591,CIDEB
Mitochondrial Envelope (GO:0005740),0.81783771,0.999703216,0.136079571,CHCHD4;BLOC1S1;HTRA2
Extracellular Membrane-Bounded Organelle (GO:0065010),0.824240897,0.999703216,0.111466998,OGN
Cytoplasmic Vesicle Membrane (GO:0030659),0.828807657,0.999703216,0.14312042,EHD1;GGA1;GGA3;AP3D1;IRF7;PLEKHM2;TAB1;IQGAP2;APPL1
Microvillus (GO:0005902),0.829528691,0.999703216,0.105882902,SLC27A4
Postsynaptic Density (GO:0014069),0.835053708,0.999703216,0.117830734,DAGLA;TSC2;SCRIB
Extracellular Vesicle (GO:1903561),0.839632551,0.999703216,0.095657486,OGN
Serine/Threonine Protein Kinase Complex (GO:1902554),0.839632551,0.999703216,0.095657486,PARD6A
Cortical Cytoskeleton (GO:0030863),0.853678353,0.999703216,0.082376189,DBN1
Mitochondrial Inner Membrane (GO:0005743),0.869363372,0.999703216,0.099492591,ENDOG;MRPL40;MRPS24;MRPS12;MRPL39;MRPL14;MRPL9;SLC25A11
Intermediate Filament (GO:0005882),0.878192166,0.999703216,0.061647609,TCHP
Vesicle Membrane (GO:0012506),0.878192166,0.999703216,0.061647609,APPL1
Actin Filament (GO:0005884),0.885415621,0.999703216,0.056103615,PLS3
Motile Cilium (GO:0031514),0.892211374,0.999703216,0.051112991,MKKS
Voltage-Gated Potassium Channel Complex (GO:0008076),0.892211374,0.999703216,0.051112991,KCNJ2
COPII-coated ER To Golgi Transport Vesicle (GO:0030134),0.901657962,0.999703216,0.044530319,CTSC
Cytoplasmic Stress Granule (GO:0010494),0.901657962,0.999703216,0.044530319,YBX1
Extrinsic Component Of Cytoplasmic Side Of Plasma Membrane (GO:0031234),0.904619419,0.999703216,0.04255022,JAK3
Dendrite (GO:0030425),0.910799655,0.999703216,0.056693436,DAGLA;MAP1S;HTR2C;CPT1C;DBN1
Organelle Inner Membrane (GO:0019866),0.913349392,0.999703216,0.059702193,ENDOG;MRPL40;MRPS24;MRPS12;MRPL39;MRPL14;MRPL9;SLC25A11
Potassium Channel Complex (GO:0034705),0.915601192,0.999703216,0.035549441,KCNJ2
Clathrin-Coated Endocytic Vesicle (GO:0045334),0.925320394,0.999703216,0.029796005,DVL2
Endoplasmic Reticulum Lumen (GO:0005788),0.930869008,0.999703216,0.041256756,CST3;P4HA2;COL21A1;CTSC;MEN1
Azurophil Granule Lumen (GO:0035578),0.93392197,0.999703216,0.025045804,CTSC
Endocytic Vesicle (GO:0030139),0.936169587,0.999703216,0.032985329,EHD1;DVL2;ARF6
Tertiary Granule (GO:0070820),0.95732702,0.999703216,0.017538898,CNN2;CST3
Cell Projection Membrane (GO:0031253),0.959507775,0.999703216,0.01280335,ARF6
Bounding Membrane Of Organelle (GO:0098588),0.960437388,0.999703216,0.027295634,ST6GAL1;GPR108;COG2;AP3D1;IQGAP2;EHD1;GGA1;UGCG;FUT8;GGA3;GORASP2;IRF7;PLEKHM2;TAB1;ST6GALNAC5;CTSC;APPL1
Secretory Granule Lumen (GO:0034774),0.962406416,0.999703216,0.019764404,CNN2;IGF2;CHI3L1;GTPBP2;CTSC
Membrane Raft (GO:0045121),0.964330237,0.999703216,0.013990165,PLCG2;CD24
cullin-RING Ubiquitin Ligase Complex (GO:0031461),0.968642036,0.999703216,0.011911935,FZR1;KBTBD7
Lytic Vacuole Membrane (GO:0098852),0.974469219,0.999703216,0.011725057,BLOC1S1;AP3D1;PLEKHM2;HPS6
Ficolin-1-Rich Granule Lumen (GO:1904813),0.976670738,0.999703216,0.00622719,CST3
Peroxisome (GO:0005777),0.980589734,0.999703216,0.004926867,PEX14
Lysosomal Membrane (GO:0005765),0.983218615,0.999703216,0.007718194,BLOC1S1;AP3D1;PLEKHM2;HPS6;BORCS8
Late Endosome (GO:0005770),0.98607414,0.999703216,0.00443537,ANKRD13B;CXCR4
Golgi Membrane (GO:0000139),0.989374268,0.999703216,0.004864436,UGCG;ST6GAL1;FUT8;GORASP2;COG2;ST6GALNAC5
Secretory Granule Membrane (GO:0030667),0.990811855,0.999703216,0.00321401,BST1;STK10;IQGAP2
Azurophil Granule (GO:0042582),0.991256665,0.999703216,0.001832211,CTSC
Mitochondrial Membrane (GO:0031966),0.992470423,0.999703216,0.003622374,ENDOG;MRPL40;MRPS24;MRPS12;MRPL39;MRPL14;MRPL9;SLC25A11
Organelle Outer Membrane (GO:0031968),0.994483227,0.999703216,0.001050931,ITPRIP
Neuron Projection (GO:0043005),0.994561753,0.999703216,0.002530305,MPST;GLRA2;MAP1S;STMN1;DVL1;HTR2C;CPT1C;DBN1
Basolateral Plasma Membrane (GO:0016323),0.994650066,0.999703216,0.001013016,NUMB
Ficolin-1-Rich Granule (GO:0101002),0.996411346,0.999703216,6.30E-04,CST3
Axon (GO:0030424),0.998117702,0.999703216,2.96E-04,CPT1C
Endoplasmic Reticulum Membrane (GO:0005789),0.999703216,0.999703216,1.18E-04,PDGFRA;ATF6B;GORASP2;CIDEB;HTRA2;MOGS;ALG12;DNAJC25;EXTL3;SLC27A4
Histone H3K9 Methyltransferase Activity (GO:0046974),0.001971243,0.312609704,101.1783875,MECOM;EHMT2;EHMT1
K48-linked Polyubiquitin Modification-Dependent Protein Binding (GO:0036435),0.012438808,0.337506323,71.14462561,RNF31;MINDY2
RNA Polymerase II C-terminal Domain Binding (GO:0099122),0.012438808,0.337506323,71.14462561,SCAF8;HNRNPU
Cell-Matrix Adhesion Mediator Activity (GO:0098634),0.012438808,0.337506323,71.14462561,ITGA1;ITGA11
Flap Endonuclease Activity (GO:0048256),0.012438808,0.337506323,71.14462561,MUS81;SLX1A
Nucleoside Kinase Activity (GO:0019206),0.012438808,0.337506323,71.14462561,UCK1;UCKL1
GTPase Inhibitor Activity (GO:0005095),0.004827218,0.312609704,57.74517306,TNK2;GPS2;IQGAP2
Crossover Junction DNA Endonuclease Activity (GO:0008821),0.017070692,0.385987311,52.80619193,MUS81;SLX1A
Single-Stranded DNA Endodeoxyribonuclease Activity (GO:0000014),0.022312928,0.454068092,41.10781019,ENDOG;ERCC1
Sulfurtransferase Activity (GO:0016783),0.028124853,0.476756085,33.08856871,MPST;MOCOS
"DNA Endonuclease Activity, Producing 3'-Phosphomonoesters (GO:0016889)",0.028124853,0.476756085,33.08856871,MUS81;SLX1A
U3 snoRNA Binding (GO:0034511),0.028124853,0.476756085,33.08856871,TBL3;DHX37
Nucleosomal DNA Binding (GO:0031492),0.003235733,0.312609704,32.18302599,H1-4;SMARCB1;H1-10;H3-3A;H1-2
Lysine N-methyltransferase Activity (GO:0016278),0.006144662,0.312609704,31.5376129,EHMT2;EHMT1;ATPSCKMT;METTL21A
Methyltransferase Activity (GO:0008168),0.004709056,0.312609704,27.25287099,PRMT7;ASMT;MEPCE;EHMT1;TRMT2A
5'-3' RNA Polymerase Activity (GO:0034062),0.015667803,0.375105646,26.99059215,MED20;POLR2J;POLR3K
"Hydrolase Activity, Hydrolyzing N-glycosyl Compounds (GO:0016799)",0.015667803,0.375105646,26.99059215,BST1;NTHL1;MACROD1
miRNA Binding (GO:0035198),0.010499187,0.337506323,23.69969472,SOX2;YBX1;SPOUT1;RBM10
Protein-Lysine N-methyltransferase Activity (GO:0016279),0.005413664,0.312609704,21.25311094,MECOM;KMT5C;EHMT2;EHMT1;ATPSCKMT;METTL21A
K63-linked Polyubiquitin Modification-Dependent Protein Binding (GO:0070530),0.030456163,0.476756085,17.00116303,RNF31;MINDY2;IKBKG
Acetylation-Dependent Protein Binding (GO:0140033),0.030456163,0.476756085,17.00116303,THAP7;CARM1;YEATS4
Lysine-Acetylated Histone Binding (GO:0070577),0.030456163,0.476756085,17.00116303,THAP7;CARM1;YEATS4
Histone H4 Methyltransferase Activity (GO:0140939),0.056320485,0.61458862,16.95843033,PRMT7;KMT5C
Nuclear Vitamin D Receptor Binding (GO:0042809),0.056320485,0.61458862,16.95843033,MED12;MED22
Succinate Transmembrane Transporter Activity (GO:0015141),0.141278899,0.647812616,15.84238191,SLC25A11
5'-Flap Endonuclease Activity (GO:0017108),0.141278899,0.647812616,15.84238191,SLX1A
ADP-D-ribose Modification-Dependent Protein Binding (GO:0160002),0.141278899,0.647812616,15.84238191,XRCC1
G Protein-Coupled Receptor Kinase Activity (GO:0004703),0.141278899,0.647812616,15.84238191,GRK2
U4 snRNA Binding (GO:0030621),0.141278899,0.647812616,15.84238191,PRPF4
Alkaline Phosphatase Activity (GO:0004035),0.141278899,0.647812616,15.84238191,CILP2
"alpha-N-acetylgalactosaminide Alpha-2,6-Sialyltransferase Activity (GO:0001665)",0.141278899,0.647812616,15.84238191,ST6GALNAC5
Carnitine O-acyltransferase Activity (GO:0016406),0.141278899,0.647812616,15.84238191,CPT1C
Ceramide 1-Phosphate Binding (GO:1902387),0.141278899,0.647812616,15.84238191,CPTP
Ceramide 1-Phosphate Transfer Activity (GO:1902388),0.141278899,0.647812616,15.84238191,CPTP
deNEDDylase Activity (GO:0019784),0.141278899,0.647812616,15.84238191,USP21
Guanylyltransferase Activity (GO:0070568),0.141278899,0.647812616,15.84238191,GMPPB
"Hydrolase Activity, Acting On Acid Anhydrides, In Phosphorus-Containing Anhydrides (GO:0016818)",0.141278899,0.647812616,15.84238191,NUDT1
Mismatched DNA Binding (GO:0030983),0.141278899,0.647812616,15.84238191,MSH2
Histone H3 Methyltransferase Activity (GO:0140938),0.022102834,0.454068092,15.48485182,MECOM;EHMT2;CARM1;EHMT1
C4-dicarboxylate Transmembrane Transporter Activity (GO:0015556),0.0644342,0.61458862,14.81718029,SLC1A5;SLC25A11
SUMO Binding (GO:0032183),0.0644342,0.61458862,14.81718029,CBX4;PELP1
Acylglycerol Lipase Activity (GO:0047372),0.0644342,0.61458862,14.81718029,DAGLA;ABHD15
Chromatin DNA Binding (GO:0031490),0.012292885,0.337506323,13.2024504,H1-4;SMARCB1;HSF1;HNRNPU;H1-10;H3-3A;H1-2
DNA Nuclease Activity (GO:0004536),0.072910604,0.647812616,13.06027022,ENDOG;MAP1S
DNA Binding (GO:0003677),0.001012186,0.312609704,12.00475539,SMARCB1;POGK;HNRNPU;FOXO4;YBX1;MEOX2;H1-10;H2AC18;SOX2;H2AC12;H2AC13;MECOM;NTHL1;H2BC21;HSF1;ZBED1;MEN1;POLG;H2AC8;H4C9;H2BC8;MAP1S;H2AC7;TINF2;ZNF76;H2BC17;HIC1;H1-2;H1-4;POLA1;H2BC13;H2BC15;MYBBP1A;MSH2;IRF3;H2AC20;ERCC1;H2AC21;H2BC11;IRF7;TAF4B;TAF6
Ubiquitin-Protein Transferase Activator Activity (GO:0097027),0.081720715,0.647812616,11.59847687,FZR1;GCN1
Four-Way Junction DNA Binding (GO:0000400),0.081720715,0.647812616,11.59847687,MSH2;MEN1
Sugar-Phosphatase Activity (GO:0050308),0.167046937,0.647812616,11.58830492,PFKFB3
5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] Hydrolase Activity (GO:0140933),0.167046937,0.647812616,11.58830492,NUDT1
Ubiquitin Ligase Activator Activity (GO:1990757),0.167046937,0.647812616,11.58830492,FZR1
Vascular Endothelial Growth Factor Receptor Activity (GO:0005021),0.167046937,0.647812616,11.58830492,PDGFRA
MutLalpha Complex Binding (GO:0032405),0.167046937,0.647812616,11.58830492,MSH2
NAD-dependent Protein Deacetylase Activity (GO:0034979),0.167046937,0.647812616,11.58830492,SIRT4
Acid Phosphatase Activity (GO:0003993),0.167046937,0.647812616,11.58830492,POLG
Adenylate Kinase Activity (GO:0004017),0.167046937,0.647812616,11.58830492,AK9
Aryl Hydrocarbon Receptor Binding (GO:0017162),0.167046937,0.647812616,11.58830492,TAF6
Carbohydrate:Proton Symporter Activity (GO:0005351),0.167046937,0.647812616,11.58830492,SLC45A1
Ceramide Transfer Activity (GO:0120017),0.167046937,0.647812616,11.58830492,CPTP
mRNA 5'-Phosphatase Activity (GO:0140818),0.167046937,0.647812616,11.58830492,NUDT1
Mitogen-Activated Protein Kinase Kinase Binding (GO:0031434),0.167046937,0.647812616,11.58830492,TRIB3
"Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor (GO:0016670)",0.167046937,0.647812616,11.58830492,SELENBP1
Phosphofructokinase Activity (GO:0008443),0.167046937,0.647812616,11.58830492,PFKFB3
Signal Recognition Particle Binding (GO:0005047),0.167046937,0.647812616,11.58830492,SRP9
Regulatory RNA Binding (GO:0061980),0.036534953,0.550730585,11.31724926,SOX2;YBX1;SPOUT1;RBM10
RNA Polymerase Binding (GO:0070063),0.09083696,0.647812616,10.36757787,SCAF8;PHRF1
General Transcription Initiation Factor Binding (GO:0140296),0.059932518,0.61458862,10.14814942,GTF2A2;THAP7;HSF1
Kinesin Binding (GO:0019894),0.064931967,0.61458862,9.506656774,KLC2;CROCC;PLEKHM2
snoRNA Binding (GO:0030515),0.064931967,0.61458862,9.506656774,TBL3;NUDT1;DHX37
Histone Deacetylase Activity (GO:0004407),0.100233114,0.647812616,9.320270758,HDAC11;SIRT4
Nucleosome Binding (GO:0031491),0.038131782,0.554272682,9.315629815,H1-4;SMARCB1;H1-10;H3-3A;H1-2
7SK snRNA Binding (GO:0097322),0.192042993,0.647812616,8.903950581,MEPCE
C-C Chemokine Binding (GO:0019957),0.192042993,0.647812616,8.903950581,CXCR4
Calcium-Dependent Protein Kinase Activity (GO:0010857),0.192042993,0.647812616,8.903950581,MKNK2
Dinucleotide Phosphatase Activity (GO:0004551),0.192042993,0.647812616,8.903950581,CILP2
Glucosidase Activity (GO:0015926),0.192042993,0.647812616,8.903950581,MOGS
Histone H4K20 Methyltransferase Activity (GO:0042799),0.192042993,0.647812616,8.903950581,KMT5C
Natural Killer Cell Lectin-Like Receptor Binding (GO:0046703),0.192042993,0.647812616,8.903950581,MICB
Oxidized DNA Binding (GO:0032356),0.192042993,0.647812616,8.903950581,XRCC1
Peptidyl-Proline 4-Dioxygenase Activity (GO:0031545),0.192042993,0.647812616,8.903950581,P4HA2
poly(G) Binding (GO:0034046),0.192042993,0.647812616,8.903950581,HNRNPU
Procollagen-Proline Dioxygenase Activity (GO:0019798),0.192042993,0.647812616,8.903950581,P4HA2
Protein Kinase B Binding (GO:0043422),0.192042993,0.647812616,8.903950581,APPL1
Retinal Dehydrogenase Activity (GO:0001758),0.192042993,0.647812616,8.903950581,ALDH1A2
Frizzled Binding (GO:0005109),0.075481193,0.647812616,8.383516879,WNT2B;DVL1;DVL2
RNA Binding (GO:0003723),0.003960583,0.312609704,8.210838851,TES;RRP1;MRPS12;NUDT1;HNRNPU;MRPL39;C1ORF131;YBX1;KRI1;PWP2;AATF;SPOUT1;H1-10;SART1;ALKBH5;MRPL40;MYO18A;NELFCD;MRPL9;HMGN2;NELFE;PELP1;UPF1;AQR;CLUH;MRPS24;DDX54;TRNAU1AP;SRP9;DCN;PRPF6;SLFN11;RPUSD2;ARHGEF1;KCTD12;CACTIN;SLC25A11;SF3B2;MEPCE;CSTF2T;MRPL14;NOC4L;TRMT2A;AKAP17A;HNRNPLL;SCAF8;DHX37;RBM12;RBM10;GCN1;H4C9;GOT2;SUPT5H;H1-2;HNRNPL;H1-4;TBL3;MYBBP1A;FARSA;LSM14B
DNA-directed 5'-3' RNA Polymerase Activity (GO:0003899),0.081021316,0.647812616,7.890278781,MED20;POLR2J;POLR3K
S-adenosylmethionine-dependent Methyltransferase Activity (GO:0008757),0.062524826,0.61458862,7.827983074,PRMT7;ASMT;MEPCE;TRMT2A
DNA-directed DNA Polymerase Activity (GO:0003887),0.119766658,0.647812616,7.642637141,POLA1;POLG
Pyridoxal Phosphate Binding (GO:0030170),0.119766658,0.647812616,7.642637141,GLDC;PLPBP
Sialyltransferase Activity (GO:0008373),0.119766658,0.647812616,7.642637141,ST6GAL1;ST6GALNAC5
Methylation-Dependent Protein Binding (GO:0140034),0.053222516,0.61458862,7.565788212,THAP7;CXXC1;SGF29;LRWD1;HDGFL2
L-aspartate Transmembrane Transporter Activity (GO:0015183),0.216290156,0.647812616,7.081633807,SLC1A5
L-glutamine Transmembrane Transporter Activity (GO:0015186),0.216290156,0.647812616,7.081633807,SLC1A5
RNA Polymerase I Core Promoter Sequence-Specific DNA Binding (GO:0001164),0.216290156,0.647812616,7.081633807,SMARCB1
Calcium-Dependent Protein Serine/Threonine Kinase Activity (GO:0009931),0.216290156,0.647812616,7.081633807,MKNK2
"Endodeoxyribonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016888)",0.216290156,0.647812616,7.081633807,SLX1A
Histone Reader Activity (GO:0140566),0.216290156,0.647812616,7.081633807,HDGFL2
Phosphoserine Residue Binding (GO:0050815),0.216290156,0.647812616,7.081633807,SCAF8
pre-mRNA Intronic Binding (GO:0097157),0.216290156,0.647812616,7.081633807,HNRNPL
Retinal Binding (GO:0016918),0.216290156,0.647812616,7.081633807,ALDH1A2
Amino Acid Binding (GO:0016597),0.092607045,0.647812616,7.017153551,GLRA2;GLDC;CASTOR1
Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099),0.092607045,0.647812616,7.017153551,GTF2A2;SCAF8;HNRNPU
DNA Endonuclease Activity (GO:0004520),0.129857854,0.647812616,6.964042115,ENDOG;ERCC1
DNA Polymerase Activity (GO:0034061),0.129857854,0.647812616,6.964042115,POLA1;POLG
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),0.074230089,0.647812616,6.892745355,RNF31;BAG6;MINDY2;IKBKG
Methylated Histone Binding (GO:0035064),0.061897693,0.61458862,6.849051958,THAP7;CXXC1;SGF29;LRWD1;HDGFL2
Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869),0.140136464,0.647812616,6.368626395,CST3;PTTG1
Thioesterase Binding (GO:0031996),0.239810826,0.647812616,5.778366365,ARF6
DNA N-glycosylase Activity (GO:0019104),0.239810826,0.647812616,5.778366365,NTHL1
MAP Kinase Tyrosine Phosphatase Activity (GO:0033550),0.239810826,0.647812616,5.778366365,DUSP10
MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017),0.239810826,0.647812616,5.778366365,DUSP10
O-methyltransferase Activity (GO:0008171),0.239810826,0.647812616,5.778366365,MEPCE
RNA Polymerase I Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0001163),0.239810826,0.647812616,5.778366365,SMARCB1
RNA Polymerase II General Transcription Initiation Factor Binding (GO:0001091),0.239810826,0.647812616,5.778366365,GTF2A2
Tat Protein Binding (GO:0030957),0.239810826,0.647812616,5.778366365,SMARCB1
Glycine Binding (GO:0016594),0.239810826,0.647812616,5.778366365,GLRA2
Histone H3 Kinase Activity (GO:0140996),0.239810826,0.647812616,5.778366365,VRK1
Nucleoside Triphosphate Diphosphatase Activity (GO:0047429),0.239810826,0.647812616,5.778366365,NUDT1
Oxidized Purine DNA Binding (GO:0032357),0.239810826,0.647812616,5.778366365,MSH2
"Oxidoreductase Activity, Acting On NAD(P)H, Heme Protein As Acceptor (GO:0016653)",0.239810826,0.647812616,5.778366365,NDOR1
Prostaglandin Receptor Activity (GO:0004955),0.239810826,0.647812616,5.778366365,PTGIR
Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330),0.239810826,0.647812616,5.778366365,DUSP10
Actin Binding (GO:0003779),0.049708499,0.61458862,5.654096806,CNN2;SMTN;PDLIM3;MAP1S;BCL7B;HNRNPU;CXCR4;CORO7;IQGAP2;DBN1
Endonuclease Activity (GO:0004519),0.09599232,0.647812616,5.634737905,INTS11;MUS81;ENDOG;NTHL1
Ubiquitin Binding (GO:0043130),0.092387617,0.647812616,5.157149235,RNF31;GGA3;HGS;CXCR4;IKBKG
Transcription Corepressor Binding (GO:0001222),0.131014482,0.647812616,5.070250524,THAP7;EHMT2;EHMT1
Lipase Activity (GO:0016298),0.131014482,0.647812616,5.070250524,LYPLA1;DAGLA;ABHD15
snRNA Binding (GO:0017069),0.137888489,0.647812616,4.818864446,PRPF4;MEPCE;HNRNPU
Transferrin Receptor Binding (GO:1990459),0.262626736,0.647812616,4.809160469,IKBKG
FMN Binding (GO:0010181),0.262626736,0.647812616,4.809160469,NDOR1
RNA Polymerase II Activity (GO:0001055),0.262626736,0.647812616,4.809160469,POLR2J
UDP-glucosyltransferase Activity (GO:0035251),0.262626736,0.647812616,4.809160469,UGCG
acyl-CoA Dehydrogenase Activity (GO:0003995),0.262626736,0.647812616,4.809160469,GCDH
Dipeptidyl-Peptidase Activity (GO:0008239),0.262626736,0.647812616,4.809160469,DPP9
Nuclear Retinoid X Receptor Binding (GO:0046965),0.262626736,0.647812616,4.809160469,MED9
Platelet-Derived Growth Factor Binding (GO:0048407),0.262626736,0.647812616,4.809160469,PDGFRA
Protein-Arginine N-methyltransferase Activity (GO:0016274),0.262626736,0.647812616,4.809160469,PRMT7
Sequence-Specific Double-Stranded DNA Binding (GO:1990837),0.041212975,0.578402794,4.585645404,RNF10;ATF6B;ZBTB46;HNRNPU;FOXO4;YBX1;ASCL1;MEOX2;SOX2;RBBP5;HSF1;ZNF746;ZBED1;ZNF524;MSC;TEAD2;ZNF784;MEN1;HES6;ZNF580;ZNF282;ZNF76;ZBTB12;OLIG2;HIC1;HNRNPL;POLA1;IRF3;CARM1;IRF7
Damaged DNA Binding (GO:0003684),0.151989663,0.647812616,4.363407999,NTHL1;ERCC1;XRCC1
GTPase Binding (GO:0051020),0.07743894,0.647812616,4.283449729,EHD1;GGA1;GGA3;PARD6A;TBC1D7;TSC2;HPS6;ARHGEF2;YBX1;IQGAP2;RASIP1
ADP Binding (GO:0043531),0.193666704,0.647812616,4.255026346,MSH2;MYO18A
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),0.193666704,0.647812616,4.255026346,MED12;MED22
Double-Stranded DNA Binding (GO:0003690),0.056067613,0.61458862,4.091855106,ATF6B;HNRNPU;FOXO4;YBX1;ASCL1;MEOX2;H1-10;NTHL1;HSF1;ZBED1;ZNF524;MSC;TEAD2;ZNF784;MEN1;HES6;ZNF580;ZNF282;ZNF76;ZBTB12;OLIG2;HIC1;H1-2;H1-4;MSH2;IRF3;IRF7
Protein Kinase Activator Activity (GO:0030295),0.124832646,0.647812616,4.069500026,MOB1A;IGF2;CD24;GPRC5C;GCN1
C2H2 Zinc Finger Domain Binding (GO:0070742),0.284758968,0.658505113,4.066112729,THAP7
DNA-(apurinic Or Apyrimidinic Site) Endonuclease Activity (GO:0003906),0.284758968,0.658505113,4.066112729,NTHL1
Fucosyltransferase Activity (GO:0008417),0.284758968,0.658505113,4.066112729,FUT8
Neurexin Family Protein Binding (GO:0042043),0.284758968,0.658505113,4.066112729,NLGN4Y
Pseudouridine Synthase Activity (GO:0009982),0.284758968,0.658505113,4.066112729,RPUSD2
Dicarboxylic Acid Transmembrane Transporter Activity (GO:0005310),0.204679042,0.647812616,3.953333176,SLC1A5;SLC25A11
Sequence-Specific DNA Binding (GO:0043565),0.064290339,0.61458862,3.790814313,ATF6B;CXXC1;HNRNPU;FOXO4;YBX1;ASCL1;MEOX2;CXXC4;SOX2;HSF1;ZBED1;ZNF524;MSC;TEAD2;ZNF784;HES6;UPF1;ACD;ZNF580;ZNF282;TINF2;ZNF76;ZBTB12;OLIG2;LRWD1;HIC1;MYBBP1A;IRF3;IRF7
"Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)",0.215757301,0.647812616,3.680224735,CHI3L1;MOGS
methyl-CpG Binding (GO:0008327),0.215757301,0.647812616,3.680224735,LRWD1;CXXC4
LRR Domain Binding (GO:0030275),0.306227974,0.669823796,3.482385168,POLR2J
RNA 7-Methylguanosine Cap Binding (GO:0000340),0.306227974,0.669823796,3.482385168,DCPS
RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979),0.306227974,0.669823796,3.482385168,H3-3A
"Intramolecular Oxidoreductase Activity, Transposing C=C Bonds (GO:0016863)",0.306227974,0.669823796,3.482385168,ECI1
Platelet-Derived Growth Factor Receptor Binding (GO:0005161),0.306227974,0.669823796,3.482385168,PDGFRA
Nuclear Receptor Coactivator Activity (GO:0030374),0.18903327,0.647812616,3.446899554,MED12;MED22;CARM1
pre-mRNA Binding (GO:0036002),0.226887645,0.647812616,3.432213832,HNRNPL;HNRNPU
E-box Binding (GO:0070888),0.19670344,0.647812616,3.294333713,OLIG1;OLIG2;ASCL1
RNA Polymerase II Complex Binding (GO:0000993),0.238057003,0.647812616,3.206335289,SCAF8;HNRNPU
Sulfate Transmembrane Transporter Activity (GO:0015116),0.327053598,0.669823796,3.014556756,SLC25A11
DNA Replication Origin Binding (GO:0003688),0.327053598,0.669823796,3.014556756,POLA1
Ubiquitin-Ubiquitin Ligase Activity (GO:0034450),0.327053598,0.669823796,3.014556756,PRPF19
Ubiquitination-Like Modification-Dependent Protein Binding (GO:0140035),0.327053598,0.669823796,3.014556756,ANKRD13B
NADPH Binding (GO:0070402),0.327053598,0.669823796,3.014556756,NDOR1
SUMO Ligase Activity (GO:0061665),0.327053598,0.669823796,3.014556756,ZBED1
U6 snRNA Binding (GO:0017070),0.327053598,0.669823796,3.014556756,PRPF4
fatty-acyl-CoA Binding (GO:0000062),0.327053598,0.669823796,3.014556756,GCDH
Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005237),0.327053598,0.669823796,3.014556756,GLRA2
Insulin-Like Growth Factor Receptor Binding (GO:0005159),0.327053598,0.669823796,3.014556756,IGF2
Antiporter Activity (GO:0015297),0.212260833,0.647812616,3.014203788,SLC1A5;SLC25A11;SLC35E2A
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),0.137828677,0.647812616,3.011384229,SOX2;HNRNPL;RNF10;ATF6B;ZBTB46;RBBP5;CARM1;HSF1;ZNF746;MEN1
