Term,P-value,Adjusted P-value,Combined Score,Genes
Positive Regulation Of Protein Export From Nucleus (GO:0046827),0.057256012,0.205364674,53.32023276,RAPGEF3
Regulation Of DNA-directed DNA Polymerase Activity (GO:1900262),0.057256012,0.205364674,53.32023276,RFC5
Regulation Of DNA-templated DNA Replication Initiation (GO:0030174),0.057256012,0.205364674,53.32023276,MCM5
Negative Regulation By Host Of Viral Process (GO:0044793),0.057256012,0.205364674,53.32023276,PSMC3
Negative Regulation By Host Of Viral Transcription (GO:0043922),0.057256012,0.205364674,53.32023276,PSMC3
Negative Regulation Of JUN Kinase Activity (GO:0043508),0.057256012,0.205364674,53.32023276,DUSP10
Negative Regulation Of Coagulation (GO:0050819),0.057256012,0.205364674,53.32023276,SERPINE1
Positive Regulation Of Endocytosis (GO:0045807),0.057408168,0.205364674,15.32773247,SERPINE1;DLL1
Negative Regulation Of Cellular Component Organization (GO:0051129),0.057408168,0.205364674,15.32773247,AKR1B1;RAPGEF3
Regulation Of Intracellular Signal Transduction (GO:1902531),0.058316194,0.20766898,8.093288184,BST1;CD24;MOB3B;RAPGEF3
Negative Regulation Of Myoblast Differentiation (GO:0045662),0.061878221,0.210814544,47.5478141,DLL1
Regulation Of Leukocyte Migration (GO:0002685),0.061878221,0.210814544,47.5478141,BST1
Negative Regulation Of Translational Initiation (GO:0045947),0.061878221,0.210814544,47.5478141,EIF4EBP1
Cellular Modified Amino Acid Catabolic Process (GO:0042219),0.061878221,0.210814544,47.5478141,GOT2
Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078),0.061878221,0.210814544,47.5478141,IGF2
Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725),0.061878221,0.210814544,47.5478141,IGF2
Substrate-Dependent Cell Migration (GO:0006929),0.061878221,0.210814544,47.5478141,ITGA11
Glutamine Metabolic Process (GO:0006541),0.061878221,0.210814544,47.5478141,SLC38A1
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768),0.061878221,0.210814544,47.5478141,CD24
Mature B Cell Differentiation Involved In Immune Response (GO:0002313),0.061878221,0.210814544,47.5478141,DLL1
Epigenetic Regulation Of Gene Expression (GO:0040029),0.062623929,0.211523744,14.12454156,IGF2;SGF29
Vascular Transport (GO:0010232),0.062623929,0.211523744,14.12454156,SLC38A1;SLC4A4
Regulation Of Osteoblast Differentiation (GO:0045667),0.065290203,0.216807551,13.57538466,NOCT;TMEM119
Epidermis Development (GO:0008544),0.065290203,0.216807551,13.57538466,CCN2;DLL1
Transport Across Blood-Brain Barrier (GO:0150104),0.065290203,0.216807551,13.57538466,SLC38A1;SLC4A4
Integrin-Mediated Signaling Pathway (GO:0007229),0.065290203,0.216807551,13.57538466,ITGA4;ITGA11
Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912),0.066477997,0.217087901,42.7571585,SERPINE1
Regulation Of Phosphate Metabolic Process (GO:0019220),0.066477997,0.217087901,42.7571585,CD24
Positive Regulation Of Glycogen Metabolic Process (GO:0070875),0.066477997,0.217087901,42.7571585,IGF2
Establishment Of Protein Localization To Chromosome (GO:0070199),0.066477997,0.217087901,42.7571585,SGF29
Regulation Of Signal Transduction (GO:0009966),0.0692462,0.221907299,8.747826359,BST1;CD24;DLL1
Supramolecular Fiber Organization (GO:0097435),0.069868021,0.221907299,7.110184695,COL1A1;COL1A2;LUM;FBLN5
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857),0.07105545,0.221907299,38.72587138,DLL1
Astrocyte Development (GO:0014002),0.07105545,0.221907299,38.72587138,DLL1
Cellular Response To Zinc Ion (GO:0071294),0.07105545,0.221907299,38.72587138,GLRA2
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),0.07105545,0.221907299,38.72587138,ITGA4
Stem Cell Development (GO:0048864),0.07105545,0.221907299,38.72587138,KBTBD8
Folic Acid-Containing Compound Metabolic Process (GO:0006760),0.07105545,0.221907299,38.72587138,MTHFD2
Positive Regulation Of Sprouting Angiogenesis (GO:1903672),0.07105545,0.221907299,38.72587138,DLL1
Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),0.07105545,0.221907299,38.72587138,RAPGEF3
Positive Regulation Of Transmembrane Transport (GO:0034764),0.07105545,0.221907299,38.72587138,SLC38A1
Lymphocyte Differentiation (GO:0030098),0.073510785,0.224549471,12.10635127,VCAM1;ITGA4
Regulation Of Actin Cytoskeleton Organization (GO:0032956),0.073510785,0.224549471,12.10635127,BST1;RAPGEF3
B Cell Activation (GO:0042113),0.074911963,0.224549471,11.88463952,VCAM1;ITGA4
Negative Regulation Of Interleukin-10 Production (GO:0032693),0.075610686,0.224549471,35.29303732,DLL1
DNA-templated Transcription Termination (GO:0006353),0.075610686,0.224549471,35.29303732,POLR3K
Regulation Of Fibrinolysis (GO:0051917),0.075610686,0.224549471,35.29303732,SERPINE1
Regulation Of Nucleocytoplasmic Transport (GO:0046822),0.075610686,0.224549471,35.29303732,FRAT1
Regulation Of Osteoblast Proliferation (GO:0033688),0.075610686,0.224549471,35.29303732,TMEM119
Regulation Of Plasminogen Activation (GO:0010755),0.075610686,0.224549471,35.29303732,SERPINE1
Oligodendrocyte Development (GO:0014003),0.075610686,0.224549471,35.29303732,HES5
Regulation Of Response To Cytokine Stimulus (GO:0060759),0.075610686,0.224549471,35.29303732,CD24
"Regulation Of Synaptic Transmission, GABAergic (GO:0032228)",0.075610686,0.224549471,35.29303732,SLC38A1
Cellular Response To Nitrogen Compound (GO:1901699),0.075610686,0.224549471,35.29303732,BLM
Regulation Of Endothelial Cell Proliferation (GO:0001936),0.076321707,0.22580896,11.66888711,TNMD;THBS4
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),0.079166434,0.225842144,11.25440027,ZEB2;HES5
DNA Biosynthetic Process (GO:0071897),0.080143812,0.225842144,32.33951285,POLD1
Negative Regulation Of Striated Muscle Cell Differentiation (GO:0051154),0.080143812,0.225842144,32.33951285,TMEM119
Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444),0.080143812,0.225842144,32.33951285,USP44
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),0.080143812,0.225842144,32.33951285,USP44
Neural Tube Development (GO:0021915),0.080143812,0.225842144,32.33951285,HES5
Nicotinamide Nucleotide Metabolic Process (GO:0046496),0.080143812,0.225842144,32.33951285,NOCT
Peptidyl-Threonine Dephosphorylation (GO:0035970),0.080143812,0.225842144,32.33951285,DUSP10
Regulation Of Tubulin Deacetylation (GO:0090043),0.080143812,0.225842144,32.33951285,SGF29
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),0.080143812,0.225842144,32.33951285,USP44
Embryonic Axis Specification (GO:0000578),0.080143812,0.225842144,32.33951285,CXXC4
Extracellular Matrix Assembly (GO:0085029),0.080143812,0.225842144,32.33951285,FBLN5
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),0.080143812,0.225842144,32.33951285,DUSP10
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),0.081534241,0.225842144,7.643593065,COL1A1;FRAT1;ZEB2
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),0.083494916,0.225842144,10.67224276,AKR1B1;PASK
3'-UTR-mediated mRNA Stabilization (GO:0070935),0.084654933,0.225842144,29.77530815,HNRNPA0
Regulation Of Epidermal Cell Differentiation (GO:0045604),0.084654933,0.225842144,29.77530815,DLL1
Regulation Of Histone Modification (GO:0031056),0.084654933,0.225842144,29.77530815,SGF29
Neural Crest Cell Differentiation (GO:0014033),0.084654933,0.225842144,29.77530815,KBTBD8
Neuron Fate Commitment (GO:0048663),0.084654933,0.225842144,29.77530815,DLL1
Regulation Of Nervous System Process (GO:0031644),0.084654933,0.225842144,29.77530815,NPTXR
Regulation Of Oligodendrocyte Differentiation (GO:0048713),0.084654933,0.225842144,29.77530815,HES5
Regulation Of Protein Deacetylation (GO:0090311),0.084654933,0.225842144,29.77530815,SGF29
Cellular Response To Inorganic Substance (GO:0071241),0.084654933,0.225842144,29.77530815,BLM
Endothelial Cell Proliferation (GO:0001935),0.084654933,0.225842144,29.77530815,PRKX
Positive Regulation Of Glycolytic Process (GO:0045821),0.084654933,0.225842144,29.77530815,SLC4A4
Positive Regulation Of Monocyte Chemotaxis (GO:0090026),0.084654933,0.225842144,29.77530815,SERPINE1
Positive Regulation Of Neuroblast Proliferation (GO:0002052),0.084654933,0.225842144,29.77530815,BCAN
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),0.084654933,0.225842144,29.77530815,THBS4
Positive Regulation Of Gene Expression (GO:0010628),0.087011554,0.228373438,5.36900792,TMEM119;AKR1B1;SGF29;PASK;DLL1
Hemopoiesis (GO:0030097),0.087894384,0.228373438,10.13328248,PRKX;DLL1
Visual Perception (GO:0007601),0.087894384,0.228373438,10.13328248,COL1A1;LUM
NADP Metabolic Process (GO:0006739),0.089144156,0.228373438,27.53125985,NOCT
Regulation Of Granulocyte Chemotaxis (GO:0071622),0.089144156,0.228373438,27.53125985,BST1
Bicarbonate Transport (GO:0015701),0.089144156,0.228373438,27.53125985,SLC4A4
Oligodendrocyte Differentiation (GO:0048709),0.089144156,0.228373438,27.53125985,HES5
Regulation Of Smooth Muscle Cell Migration (GO:0014910),0.089144156,0.228373438,27.53125985,SERPINE1
Regulation Of Tissue Remodeling (GO:0034103),0.089144156,0.228373438,27.53125985,THBS4
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),0.089144156,0.228373438,27.53125985,DLL1
Receptor Clustering (GO:0043113),0.089144156,0.228373438,27.53125985,ITGA4
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),0.089181626,0.228373438,4.382972184,ZEB2;PSMC3;LMO3;IGF2;TAF4B;AKR1B1;OLIG1;DLL1
Sensory Perception Of Light Stimulus (GO:0050953),0.089376136,0.228373438,9.962475191,COL1A1;LUM
Positive Regulation Of Vasculature Development (GO:1904018),0.092361886,0.23230278,9.633253533,SERPINE1;RAPGEF3
DNA Unwinding Involved In DNA Replication (GO:0006268),0.093611586,0.23230278,25.55338909,MCM5
Ameboidal-Type Cell Migration (GO:0001667),0.093611586,0.23230278,25.55338909,ITGA4
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),0.093611586,0.23230278,25.55338909,VCAM1
Regulation Of Protein Localization To Cell Periphery (GO:1904375),0.093611586,0.23230278,25.55338909,AKR1B1
Endothelial Cell Development (GO:0001885),0.093611586,0.23230278,25.55338909,RAPGEF3
Glutamate Metabolic Process (GO:0006536),0.093611586,0.23230278,25.55338909,GOT2
Cellular Response To Organonitrogen Compound (GO:0071417),0.093865672,0.23230278,9.474568524,GLRA2;RAPGEF3
Intrinsic Apoptotic Signaling Pathway (GO:0097193),0.093865672,0.23230278,9.474568524,CHAC1;CD24
Negative Regulation Of MAPK Cascade (GO:0043409),0.093865672,0.23230278,9.474568524,DUSP10;LMO3
DNA Replication Initiation (GO:0006270),0.098057327,0.23744959,23.7989897,MCM5
Regulation Of Histone Deacetylation (GO:0031063),0.098057327,0.23744959,23.7989897,SGF29
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),0.098057327,0.23744959,23.7989897,CDC7
Positive Regulation Of Blood Coagulation (GO:0030194),0.098057327,0.23744959,23.7989897,SERPINE1
Skin Epidermis Development (GO:0098773),0.098057327,0.23744959,23.7989897,DLL1
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),0.098057327,0.23744959,23.7989897,THBS4
Negative Regulation Of Biomineral Tissue Development (GO:0070168),0.098057327,0.23744959,23.7989897,ASPN
Positive Regulation Of Protein Modification Process (GO:0031401),0.098607266,0.238048828,6.485190803,IGF2;TMEM119;MOB3B
Negative Regulation Of Developmental Process (GO:0051093),0.099951113,0.240555124,8.876431376,DLL1;RAPGEF3
Response To Lipid (GO:0033993),0.101489532,0.242772832,8.735475631,NOCT;HNRNPA0
Regulation Of JNK Cascade (GO:0046328),0.101489532,0.242772832,8.735475631,DUSP10;CCN2
Regulation Of Regulatory T Cell Differentiation (GO:0045589),0.102481484,0.242779066,22.23385962,DUSP10
Placenta Development (GO:0001890),0.102481484,0.242779066,22.23385962,IGF2
Vesicle Transport Along Microtubule (GO:0047496),0.102481484,0.242779066,22.23385962,BICDL1
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),0.103034572,0.242779066,8.597738337,ZEB2;ASPN
Mitotic Cell Cycle Phase Transition (GO:0044772),0.103034572,0.242779066,8.597738337,EIF4EBP1;CDC7
Protein Deubiquitination (GO:0016579),0.104586132,0.245699362,8.463120355,STAMBPL1;USP44
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),0.106884161,0.246414317,20.83030537,SERPINE1
Regulation Of Myotube Differentiation (GO:0010830),0.106884161,0.246414317,20.83030537,TMEM119
Cell-Cell Signaling By Wnt (GO:0198738),0.106884161,0.246414317,20.83030537,CD24
Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),0.106884161,0.246414317,20.83030537,ITGA4
Translesion Synthesis (GO:0019985),0.106884161,0.246414317,20.83030537,POLD1
Positive Regulation Of Neutrophil Migration (GO:1902624),0.106884161,0.246414317,20.83030537,THBS4
Regulation Of Cytoskeleton Organization (GO:0051493),0.107708418,0.246414317,8.202864945,BST1;RAPGEF3
Response To Endoplasmic Reticulum Stress (GO:0034976),0.107708418,0.246414317,8.202864945,CHAC1;THBS4
Protein Modification By Small Protein Removal (GO:0070646),0.107708418,0.246414317,8.202864945,STAMBPL1;USP44
Neuromuscular Junction Development (GO:0007528),0.11126546,0.248766809,19.5656799,ZC4H2
Regulation Of Muscle Cell Differentiation (GO:0051147),0.11126546,0.248766809,19.5656799,IGF2
Regulation Of Neuroblast Proliferation (GO:1902692),0.11126546,0.248766809,19.5656799,BCAN
Positive Regulation Of BMP Signaling Pathway (GO:0030513),0.11126546,0.248766809,19.5656799,HES5
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),0.11126546,0.248766809,19.5656799,CDC7
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),0.11126546,0.248766809,19.5656799,ZEB2
Gliogenesis (GO:0042063),0.11126546,0.248766809,19.5656799,BCAN
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),0.11126546,0.248766809,19.5656799,ZEB2
Positive Regulation Of Cell Cycle Process (GO:0090068),0.114026918,0.249565016,7.715831906,IGF2;CDC7
Positive Regulation Of Protein Phosphorylation (GO:0001934),0.114121113,0.249565016,4.835730641,IGF2;TMEM119;MOB3B;THBS4
Regulation Of Hippo Signaling (GO:0035330),0.115625484,0.249565016,18.42129522,MOB3B
Negative Regulation Of Response To Wounding (GO:1903035),0.115625484,0.249565016,18.42129522,SERPINE1
Regulation Of Monocyte Chemotaxis (GO:0090025),0.115625484,0.249565016,18.42129522,SERPINE1
Regulation Of Myelination (GO:0031641),0.115625484,0.249565016,18.42129522,HES5
Regulation Of Neutrophil Chemotaxis (GO:0090022),0.115625484,0.249565016,18.42129522,THBS4
Regulation Of Protein Processing (GO:0070613),0.115625484,0.249565016,18.42129522,CHAC1
Cellular Response To Steroid Hormone Stimulus (GO:0071383),0.115625484,0.249565016,18.42129522,AKR1B1
Response To Zinc Ion (GO:0010043),0.115625484,0.249565016,18.42129522,GLRA2
Mismatch Repair (GO:0006298),0.115625484,0.249565016,18.42129522,RNASEH2A
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),0.115625484,0.249565016,18.42129522,RAPGEF3
Negative Regulation Of Cell Population Proliferation (GO:0008285),0.115744893,0.249565016,4.778141579,TES;DUSP10;AKR1B1;DLL1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),0.118051238,0.252739085,5.504487116,DUSP10;LMO3;CCN2
Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),0.119964336,0.252739085,17.38160274,SERPINE1
L-amino Acid Transport (GO:0015807),0.119964336,0.252739085,17.38160274,SLC38A1
cAMP-mediated Signaling (GO:0019933),0.119964336,0.252739085,17.38160274,RAPGEF3
Camera-Type Eye Development (GO:0043010),0.119964336,0.252739085,17.38160274,HES5
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),0.119964336,0.252739085,17.38160274,CDHR3
Positive Regulation Of Nuclear Division (GO:0051785),0.119964336,0.252739085,17.38160274,IGF2
Protein Localization To Cell Surface (GO:0034394),0.119964336,0.252739085,17.38160274,FBLN5
Modulation Of Chemical Synaptic Transmission (GO:0050804),0.122055806,0.252739085,7.163381655,SLC38A1;NPTXR
Negative Regulation Of Cellular Process (GO:0048523),0.123847816,0.252739085,4.088664504,BLM;TES;AKR1B1;CCN2;DLL1
DNA Synthesis Involved In DNA Repair (GO:0000731),0.124282117,0.252739085,16.43356791,POLD1
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),0.124282117,0.252739085,16.43356791,CD24
Cellular Response To Acid Chemical (GO:0071229),0.124282117,0.252739085,16.43356791,GLRA2
Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677),0.124282117,0.252739085,16.43356791,ZC4H2
Positive Regulation Of TORC1 Signaling (GO:1904263),0.124282117,0.252739085,16.43356791,STAMBPL1
Clathrin-Dependent Endocytosis (GO:0072583),0.124282117,0.252739085,16.43356791,DLL1
"Synaptic Transmission, Glutamatergic (GO:0035249)",0.124282117,0.252739085,16.43356791,CDHR3
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),0.124282117,0.252739085,16.43356791,EIF4EBP1
In Utero Embryonic Development (GO:0001701),0.124282117,0.252739085,16.43356791,IGF2
Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),0.124282117,0.252739085,16.43356791,SGF29
Monoubiquitinated Histone Deubiquitination (GO:0035521),0.124282117,0.252739085,16.43356791,SGF29
Negative Regulation Of Notch Signaling Pathway (GO:0045746),0.124282117,0.252739085,16.43356791,CHAC1
Protein-Containing Complex Organization (GO:0043933),0.126938437,0.254890723,6.858676302,MAGI1;HES5
Regulation Of Anatomical Structure Morphogenesis (GO:0022603),0.128576324,0.254890723,6.761204497,DLL1;RAPGEF3
Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.128578929,0.254890723,15.56618752,USP44
Negative Regulation Of Wound Healing (GO:0061045),0.128578929,0.254890723,15.56618752,SERPINE1
Regulation Of Protein Localization To Membrane (GO:1905475),0.128578929,0.254890723,15.56618752,AKR1B1
Determination Of Bilateral Symmetry (GO:0009855),0.128578929,0.254890723,15.56618752,DLL1
Diterpenoid Metabolic Process (GO:0016101),0.128578929,0.254890723,15.56618752,AKR1B1
Establishment Of Endothelial Barrier (GO:0061028),0.128578929,0.254890723,15.56618752,RAPGEF3
Transcription By RNA Polymerase III (GO:0006383),0.128578929,0.254890723,15.56618752,POLR3K
Regulation Of Bone Resorption (GO:0045124),0.128578929,0.254890723,15.56618752,TMEM119
Regulation Of Developmental Growth (GO:0048638),0.132854872,0.256266628,14.7701134,DLL1
TOR Signaling (GO:0031929),0.132854872,0.256266628,14.7701134,EIF4EBP1
Alpha-Amino Acid Catabolic Process (GO:1901606),0.132854872,0.256266628,14.7701134,GOT2
Peptidyl-Tyrosine Dephosphorylation (GO:0035335),0.132854872,0.256266628,14.7701134,DUSP10
Positive Regulation Of B Cell Proliferation (GO:0030890),0.132854872,0.256266628,14.7701134,BST1
Chondrocyte Differentiation (GO:0002062),0.132854872,0.256266628,14.7701134,HES5
Response To Alcohol (GO:0097305),0.132854872,0.256266628,14.7701134,GOT2
Response To Steroid Hormone (GO:0048545),0.132854872,0.256266628,14.7701134,AKR1B1
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179),0.132854872,0.256266628,14.7701134,BCAN
Morphogenesis Of An Epithelium (GO:0002009),0.132854872,0.256266628,14.7701134,PRKX
Regulation Of Blood Coagulation (GO:0030193),0.132854872,0.256266628,14.7701134,SERPINE1
DNA Geometric Change (GO:0032392),0.137110046,0.260641562,14.03735619,BLM
Regulation Of Vasculature Development (GO:1901342),0.137110046,0.260641562,14.03735619,RAPGEF3
Response To Amino Acid (GO:0043200),0.137110046,0.260641562,14.03735619,GLRA2
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),0.137110046,0.260641562,14.03735619,CHAC1
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.137110046,0.260641562,14.03735619,BLM
Negative Regulation Of Blood Coagulation (GO:0030195),0.137110046,0.260641562,14.03735619,SERPINE1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),0.138267622,0.261122448,3.728885857,COL1A1;BLM;AKR1B1;SGF29;HES5
Negative Regulation Of Cell Motility (GO:2000146),0.138506125,0.261122448,6.215667623,DUSP10;SERPINE1
Negative Regulation Of Developmental Growth (GO:0048640),0.141344553,0.261122448,13.36105006,DUSP10
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),0.141344553,0.261122448,13.36105006,SERPINE1
acyl-CoA Metabolic Process (GO:0006637),0.141344553,0.261122448,13.36105006,DLST
Cellular Response To cAMP (GO:0071320),0.141344553,0.261122448,13.36105006,RAPGEF3
Central Nervous System Neuron Differentiation (GO:0021953),0.141344553,0.261122448,13.36105006,ZC4H2
Endodermal Cell Differentiation (GO:0035987),0.141344553,0.261122448,13.36105006,ITGA4
Positive Regulation Of Mononuclear Cell Migration (GO:0071677),0.141344553,0.261122448,13.36105006,SERPINE1
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),0.141344553,0.261122448,13.36105006,PSMC3
Protein Localization To Chromatin (GO:0071168),0.141344553,0.261122448,13.36105006,SGF29
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.141344553,0.261122448,13.36105006,SERPINE1
Positive Regulation Of Signal Transduction (GO:0009967),0.14218299,0.262056237,4.599795069,LMO3;IGF2;DLL1
Negative Regulation Of Osteoblast Differentiation (GO:0045668),0.14555849,0.267026879,12.73526431,NOCT
Left/Right Pattern Formation (GO:0060972),0.14555849,0.267026879,12.73526431,DLL1
Negative Regulation Of Epithelial Cell Migration (GO:0010633),0.149751956,0.269690594,12.15485142,DUSP10
Regulation Of Sprouting Angiogenesis (GO:1903670),0.149751956,0.269690594,12.15485142,DLL1
Positive Regulation Of Notch Signaling Pathway (GO:0045747),0.149751956,0.269690594,12.15485142,DLL1
Epithelial Tube Morphogenesis (GO:0060562),0.149751956,0.269690594,12.15485142,PRKX
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.149751956,0.269690594,12.15485142,SLC4A4
Protein K63-linked Deubiquitination (GO:0070536),0.149751956,0.269690594,12.15485142,STAMBPL1
Monoubiquitinated Protein Deubiquitination (GO:0035520),0.149751956,0.269690594,12.15485142,SGF29
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),0.149751956,0.269690594,12.15485142,SERPINE1
Response To Estrogen (GO:0043627),0.153925051,0.272222506,11.61532352,CD24
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),0.153925051,0.272222506,11.61532352,SLC4A4
Embryonic Skeletal System Development (GO:0048706),0.153925051,0.272222506,11.61532352,COL1A1
Smoothened Signaling Pathway (GO:0007224),0.153925051,0.272222506,11.61532352,HES5
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),0.153925051,0.272222506,11.61532352,SGF29
Histone Deubiquitination (GO:0016578),0.153925051,0.272222506,11.61532352,SGF29
Purine Nucleotide Metabolic Process (GO:0006163),0.153925051,0.272222506,11.61532352,NOCT
Negative Regulation Of JNK Cascade (GO:0046329),0.153925051,0.272222506,11.61532352,DUSP10
Positive Regulation Of Transferase Activity (GO:0051347),0.155408208,0.274024858,5.435734948,RFC5;IGF2
Ras Protein Signal Transduction (GO:0007265),0.157120129,0.274024858,5.365421592,COL1A2;RAPGEF3
Regulation Of Cell Adhesion (GO:0030155),0.157120129,0.274024858,5.365421592,PRKX;DLL1
Adherens Junction Organization (GO:0034332),0.158077872,0.274024858,11.11275137,CDHR3
Neutral Amino Acid Transport (GO:0015804),0.158077872,0.274024858,11.11275137,SLC38A1
One-Carbon Compound Transport (GO:0019755),0.158077872,0.274024858,11.11275137,SLC4A4
Endoderm Formation (GO:0001706),0.158077872,0.274024858,11.11275137,ITGA4
Positive Regulation Of Mitotic Nuclear Division (GO:0045840),0.158077872,0.274024858,11.11275137,IGF2
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),0.158077872,0.274024858,11.11275137,CDC7
Central Nervous System Development (GO:0007417),0.161865537,0.278125657,4.029863033,DCX;DLL1;HES5
Regulation Of Intracellular Protein Transport (GO:0033157),0.162210517,0.278125657,10.64368118,FRAT1
Base-Excision Repair (GO:0006284),0.162210517,0.278125657,10.64368118,POLD1
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.162210517,0.278125657,10.64368118,ITGA4
Histone H3 Acetylation (GO:0043966),0.162210517,0.278125657,10.64368118,SGF29
Protein Ubiquitination (GO:0016567),0.164140621,0.280214032,3.48209032,ZC4H2;UBE2QL1;KLHL13;KBTBD8
Regulation Of Cell Migration (GO:0030334),0.164140621,0.280214032,3.48209032,COL1A1;DUSP10;SERPINE1;PRKX
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),0.166323082,0.280291789,10.20506582,TNMD
RNA Stabilization (GO:0043489),0.166323082,0.280291789,10.20506582,NOCT
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),0.166323082,0.280291789,10.20506582,DUSP10
Regulation Of p38MAPK Cascade (GO:1900744),0.166323082,0.280291789,10.20506582,DUSP10
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),0.166323082,0.280291789,10.20506582,HES5
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),0.166323082,0.280291789,10.20506582,HES5
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),0.170415664,0.281167982,9.794207408,SERPINE1
Amino Acid Catabolic Process (GO:0009063),0.170415664,0.281167982,9.794207408,GOT2
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),0.170415664,0.281167982,9.794207408,CDHR3
Response To cAMP (GO:0051591),0.170415664,0.281167982,9.794207408,RAPGEF3
Connective Tissue Development (GO:0061448),0.170415664,0.281167982,9.794207408,HES5
Positive Regulation Of Bone Mineralization (GO:0030501),0.170415664,0.281167982,9.794207408,TMEM119
Fatty Acid Transport (GO:0015908),0.170415664,0.281167982,9.794207408,GOT2
Heart Looping (GO:0001947),0.170415664,0.281167982,9.794207408,DLL1
Import Into Cell (GO:0098657),0.170415664,0.281167982,9.794207408,SLC38A1
mRNA Transcription By RNA Polymerase II (GO:0042789),0.170415664,0.281167982,9.794207408,TAF4B
Epithelium Development (GO:0060429),0.174427093,0.284901118,4.727029404,DLL1;HES5
Organelle Transport Along Microtubule (GO:0072384),0.174488359,0.284901118,9.40870942,BICDL1
Carboxylic Acid Transmembrane Transport (GO:1905039),0.174488359,0.284901118,9.40870942,SLC38A1
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),0.174488359,0.284901118,9.40870942,SERPINE1
Vesicle Cytoskeletal Trafficking (GO:0099518),0.174488359,0.284901118,9.40870942,BICDL1
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),0.178541264,0.285593444,9.046436299,CD24
L-alpha-amino Acid Transmembrane Transport (GO:1902475),0.178541264,0.285593444,9.046436299,SLC38A1
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.178541264,0.285593444,9.046436299,USP44
Regulation Of Glycolytic Process (GO:0006110),0.178541264,0.285593444,9.046436299,SLC4A4
